timestamp,lat,lon,accuracy
00,37.4870347,126.8903764,3.727
03,37.4870368,126.8903419,3.606
06,37.4870227,126.890316,3.505
09,37.487002,126.8902917,3.96
12,37.4869816,126.8902672,4.038
15,37.4869593,126.8902472,4.003
18,37.4869326,126.8902218,4.049
21,37.4869216,126.8901918,4.045
24,37.4869302,126.8901687,4.069
27,37.4869529,126.8901512,4.069
30,37.4869889,126.8901277,4.061
33,37.4870294,126.8900959,4.03
36,37.4870664,126.8900641,4.027
39,37.4870976,126.8900335,4.0
42,37.4871252,126.8900021,4.4
45,37.487153,126.8899743,5.532
48,37.487202,126.8899504,4.776
51,37.4872322,126.889928,4.088
54,37.4872539,126.8899025,4.044
57,37.4872611,126.8898789,4.048
