timestamp,lat,lon,accuracy
01,37.4794264,126.8542965,16.215
04,37.4794268,126.8542719,17.202
07,37.4794409,126.8542411,16.08
09,37.4794523,126.8542167,15.054
12,37.4794647,126.854195,15.151
16,37.4794966,126.8541617,14.896
19,37.4795204,126.85414,14.037
22,37.4795408,126.8541262,14.241
25,37.4795544,126.8541242,13.073
28,37.4795694,126.8541203,13.082
31,37.4795751,126.8541137,14.35
33,37.479577,126.8541105,14.656
36,37.4795909,126.8541115,15.224
39,37.479606,126.8540993,16.989
42,37.4795857,126.8540883,17.253
46,37.4795736,126.8540801,17.082
48,37.4795669,126.8540737,18.018
51,37.4795578,126.8540652,19.977
55,37.4795459,126.8540603,22.579
57,37.4795381,126.8540596,24.586
