timestamp,lat,lon,accuracy
01,37.486879,126.8535569,14.131
04,37.486876,126.8535622,12.717
07,37.4868857,126.8535626,11.256
10,37.4868922,126.8535369,10.618
13,37.4869012,126.8535074,10.792
16,37.4869267,126.8535078,11.361
19,37.4869445,126.8535103,11.851
21,37.4869586,126.853511,12.637
24,37.4869571,126.8534977,13.416
28,37.486964,126.8534887,13.559
31,37.4869587,126.8534724,13.41
34,37.48696,126.8534643,13.383
42,37.4869743,126.8534757,14.132
47,37.4869826,126.8534815,12.837
54,37.4869895,126.8534961,14.401
59,37.4869861,126.853496,14.865
