timestamp,lat,lon,accuracy
02,37.4848378,126.8564099,9.333
05,37.4846227,126.8564308,8.0
08,37.4845932,126.8564304,8.0
11,37.4846188,126.8564297,7.6
14,37.4846268,126.8564295,7.666
17,37.4846268,126.8564295,9.333
20,37.4846268,126.8564295,10.378
23,37.4846086,126.8564315,12.076
26,37.484539,126.856423,13.208
29,37.4844902,126.856422,12.0
32,37.4844903,126.8564207,11.333
35,37.4844908,126.8564201,10.02
38,37.4844909,126.85642,8.697
41,37.4844909,126.8564199,8.312
44,37.4844909,126.8564199,9.386
47,37.4844909,126.8564199,8.331
50,37.4844909,126.8564199,8.453
53,37.4844827,126.8564287,8.59
56,37.4843894,126.8564484,8.54
59,37.4841908,126.8564131,7.811
