timestamp,lat,lon,accuracy
01,37.4869403,126.8953169,11.967
04,37.4869443,126.8953109,12.351
07,37.4869355,126.895304,12.166
10,37.4869423,126.8953045,11.668
13,37.486953,126.8953094,11.36
16,37.4869484,126.8953171,11.522
19,37.4869507,126.8953185,11.694
22,37.4869447,126.8953228,11.647
25,37.4869402,126.895322,11.592
28,37.4869451,126.8953106,11.522
31,37.4869365,126.8953094,11.214
34,37.4869166,126.8953088,10.614
37,37.4868974,126.8953098,9.545
40,37.4868948,126.895309,9.308
43,37.4868926,126.8953098,10.58
46,37.4868924,126.895311,11.336
49,37.4868906,126.8953124,11.349
52,37.4868911,126.8953123,11.333
55,37.4868915,126.8953113,11.335
58,37.4868912,126.8953122,11.41
