timestamp,lat,lon,accuracy
01,37.4860291,126.8921621,7.793
04,37.4860096,126.8922131,7.861
07,37.485986,126.8922482,7.931
10,37.4859624,126.8923045,8.404
13,37.4859458,126.8923439,8.598
16,37.4859231,126.8923845,9.13
19,37.4858935,126.8924085,10.027
22,37.485829,126.89244,10.19
24,37.4857678,126.8924658,9.971
27,37.4857208,126.8924907,10.222
30,37.4856923,126.8925473,9.794
33,37.4856842,126.8925996,9.235
36,37.4856751,126.8926527,9.005
39,37.4856653,126.8926992,9.086
41,37.4856537,126.8927385,8.696
44,37.4856409,126.8927784,8.172
47,37.4856248,126.8928091,7.607
50,37.485612,126.8928342,7.483
53,37.4855789,126.8928715,7.469
56,37.4855581,126.8928971,7.473
59,37.4855324,126.8929183,7.383
