timestamp,x,y,z
00.019,31.74,14.82,-45.48
00.042,31.26,14.82,-45.239998
00.061,31.14,14.82,-45.84
00.101,31.32,14.099999,-45.3
00.141,31.859999,14.46,-44.46
00.162,31.439999,14.46,-44.219997
00.201,31.74,14.219999,-45.66
00.243,31.32,14.46,-44.46
00.279,31.859999,14.28,-45.18
00.298,32.34,14.28,-44.879997
00.340,31.92,15.96,-44.94
00.361,32.28,15.42,-44.64
00.401,31.56,15.78,-44.76
00.441,31.98,14.28,-45.059998
00.466,31.859999,14.759999,-44.94
00.502,31.679998,15.0,-44.94
00.542,31.8,14.759999,-45.0
00.562,30.779999,14.759999,-45.12
00.606,31.14,15.0,-44.7
00.645,31.439999,14.4,-45.719997
00.665,30.96,15.12,-45.12
00.704,31.56,14.94,-44.82
00.744,31.199999,14.34,-45.539997
00.765,31.439999,14.4,-45.719997
00.804,31.56,14.04,-45.719997
00.845,31.679998,14.5199995,-45.18
00.886,31.5,14.5199995,-45.0
00.903,31.32,14.58,-44.82
00.944,31.8,14.58,-45.539997
00.982,31.859999,14.94,-45.719997
01.001,31.8,14.5199995,-45.239998
01.042,31.92,14.4,-44.219997
01.084,32.16,14.88,-44.52
01.101,31.98,14.94,-44.219997
01.143,31.74,15.059999,-44.16
01.182,32.16,14.5199995,-44.399998
01.203,32.219997,14.28,-45.12
01.242,31.859999,14.28,-45.12
01.291,32.46,14.639999,-45.18
01.301,32.399998,15.12,-45.36
01.339,31.679998,14.46,-45.059998
01.381,31.98,14.46,-44.76
01.402,31.439999,14.5199995,-44.76
01.442,30.84,14.639999,-45.18
01.491,31.859999,14.58,-45.0
01.503,31.679998,14.219999,-45.18
01.543,31.38,15.059999,-44.94
01.582,31.38,14.58,-44.7
01.604,31.8,14.82,-45.059998
01.641,31.74,14.46,-44.879997
01.682,31.92,14.82,-44.579998
01.722,31.679998,14.7,-44.7
01.748,31.439999,14.88,-44.64
01.784,31.38,14.34,-45.12
01.822,31.56,15.299999,-45.36
01.842,31.74,14.5199995,-45.0
01.883,32.219997,15.059999,-45.059998
01.923,32.1,14.94,-44.76
01.942,31.74,14.88,-45.42
01.983,31.859999,14.28,-44.82
02.025,32.28,14.5199995,-44.94
02.046,32.34,14.94,-44.94
02.086,32.7,13.92,-45.059998
02.127,32.04,14.94,-45.18
02.149,31.74,14.82,-45.3
02.185,31.619999,14.88,-44.46
02.226,32.1,14.5199995,-44.34
02.244,31.74,14.219999,-44.7
02.288,31.439999,14.82,-45.3
