timestamp,x,y,z
00.013,23.699999,21.0,-26.099998
00.034,23.279999,21.3,-24.96
00.055,23.1,20.52,-25.26
00.096,22.439999,21.24,-25.8
00.135,23.699999,21.18,-25.199999
00.155,23.4,21.0,-25.26
00.194,23.1,21.119999,-24.84
00.232,22.8,21.359999,-25.32
00.270,22.5,20.939999,-25.08
00.295,22.5,20.34,-25.08
00.329,22.56,21.06,-24.96
00.369,23.279999,21.06,-25.08
00.391,22.98,21.06,-25.32
00.429,22.859999,21.66,-25.08
00.469,23.279999,20.46,-25.439999
00.491,22.98,20.88,-25.14
00.531,23.279999,20.279999,-25.019999
00.572,22.8,21.779999,-25.56
00.591,22.38,21.6,-24.96
00.636,23.1,21.779999,-25.68
00.675,23.82,21.06,-25.74
00.696,23.039999,21.779999,-25.019999
00.734,22.98,21.18,-25.199999
00.776,22.98,20.4,-25.26
00.794,23.22,20.279999,-25.8
00.832,23.16,21.24,-25.26
00.876,22.619999,21.24,-24.6
00.895,23.279999,21.0,-24.48
00.934,23.699999,21.119999,-25.019999
00.974,22.619999,21.359999,-25.68
00.995,22.92,21.539999,-25.859999
01.033,22.859999,20.58,-25.38
01.074,22.92,21.42,-24.779999
01.095,23.1,21.48,-25.32
01.136,23.4,20.939999,-25.32
01.175,23.1,20.939999,-25.56
01.212,23.58,20.88,-25.26
01.232,23.22,21.18,-26.34
01.275,23.46,21.359999,-25.14
01.313,23.1,21.539999,-25.08
01.332,22.74,21.18,-25.439999
01.374,22.619999,21.06,-25.38
01.415,23.039999,21.18,-25.5
01.435,23.64,21.06,-25.199999
01.476,22.8,21.359999,-25.08
01.516,22.619999,20.82,-25.14
01.537,23.4,21.539999,-25.199999
01.575,22.74,21.06,-25.5
01.616,23.1,21.66,-24.84
01.636,23.22,20.82,-25.26
01.678,22.56,21.72,-25.5
01.720,22.74,20.699999,-25.14
01.736,22.92,20.52,-25.5
01.777,22.439999,21.24,-24.9
01.815,22.619999,21.119999,-24.66
01.839,22.74,21.359999,-25.08
01.875,23.039999,20.82,-25.92
01.917,23.519999,20.939999,-25.08
01.939,23.519999,20.699999,-25.26
01.976,23.34,21.359999,-25.56
02.017,23.519999,21.779999,-25.5
02.055,23.4,21.24,-25.859999
02.077,22.859999,21.18,-25.859999
02.115,23.699999,20.76,-25.199999
02.137,23.279999,20.52,-24.6
02.175,22.859999,21.119999,-24.539999
02.217,22.74,21.3,-25.08
02.252,22.98,21.06,-25.5
02.272,23.34,20.76,-25.14
02.313,23.64,20.76,-24.359999
02.353,22.98,21.48,-24.42
02.372,22.92,21.18,-25.019999
02.412,23.039999,21.66,-25.26
02.457,23.16,21.3,-24.96
02.477,22.439999,21.18,-25.08
02.515,22.68,20.699999,-25.56
02.558,22.32,21.24,-25.199999
02.578,22.439999,21.359999,-24.66
02.617,23.1,21.3,-24.42
02.656,23.88,20.64,-24.84
02.677,23.34,21.359999,-25.439999
02.718,22.8,20.88,-25.38
02.758,23.1,21.359999,-25.68
02.779,23.16,21.359999,-25.619999
02.818,23.46,21.48,-25.619999
02.858,23.22,21.0,-25.5
02.877,23.1,20.939999,-25.619999
