timestamp,x,y,z
00.007,16.74,15.78,-9.719999
00.048,17.699999,15.719999,-9.84
00.068,17.699999,15.66,-10.26
00.110,16.98,15.36,-10.38
00.147,17.699999,15.36,-10.139999
00.170,17.699999,15.54,-10.26
00.214,17.76,15.299999,-10.2
00.246,17.16,15.839999,-10.0199995
00.265,17.279999,15.48,-10.38
00.307,18.84,14.759999,-12.179999
00.345,20.279999,13.679999,-14.94
00.367,19.619999,13.799999,-15.0
00.406,20.279999,13.32,-14.46
00.447,20.34,14.099999,-14.099999
00.466,19.859999,13.98,-14.28
00.506,19.14,13.32,-13.32
00.548,17.52,15.839999,-10.86
00.567,17.76,16.02,-10.559999
00.607,17.94,16.199999,-10.679999
00.646,17.88,15.66,-11.219999
00.686,17.279999,15.719999,-9.84
00.706,16.92,15.42,-10.26
00.748,16.619999,15.54,-10.559999
00.787,17.699999,15.9,-10.44
00.806,17.4,16.199999,-10.0199995
00.847,17.34,16.02,-10.8
00.886,16.619999,14.94,-9.24
00.907,17.1,15.36,-9.84
00.947,17.1,16.199999,-10.62
00.986,18.18,15.9,-10.26
01.006,18.119999,15.599999,-10.5
01.046,17.699999,16.199999,-10.2
01.087,17.22,15.48,-10.92
01.107,17.34,15.9,-10.5
01.148,17.76,15.719999,-10.38
01.187,17.46,15.78,-10.44
01.208,18.0,15.839999,-9.78
01.244,17.279999,15.719999,-10.38
01.284,17.279999,15.9,-10.26
01.325,17.34,15.599999,-10.44
01.346,17.279999,14.759999,-10.26
01.390,17.64,15.719999,-10.139999
01.407,17.88,15.42,-10.92
01.448,17.16,16.26,-10.32
01.488,17.699999,14.82,-10.38
01.509,17.88,15.48,-10.139999
01.550,17.52,15.299999,-9.96
01.587,17.4,15.66,-10.74
01.628,17.46,15.54,-10.2
01.646,17.82,15.54,-9.9
01.687,17.039999,15.66,-9.9
01.709,16.859999,16.199999,-9.9
01.750,17.52,15.36,-10.38
01.789,18.119999,15.0,-10.74
01.810,18.48,15.299999,-10.38
01.848,16.859999,16.14,-10.5
01.888,17.94,14.88,-11.099999
01.928,17.279999,15.839999,-10.26
01.944,17.46,15.599999,-10.26
01.984,17.22,15.54,-11.04
02.029,17.699999,16.26,-10.92
02.062,17.699999,16.02,-10.0199995
02.083,17.94,15.48,-10.559999
