timestamp,x,y,z
00.010,-24.84,18.66,-47.1
00.027,-25.74,18.42,-46.5
00.067,-23.939999,18.9,-47.82
00.087,-24.3,19.5,-47.399998
00.126,-24.779999,18.06,-48.059998
00.167,-24.18,19.14,-46.559998
00.206,-23.58,19.02,-47.879997
00.226,-24.0,19.199999,-47.7
00.269,-24.539999,18.539999,-47.579998
00.305,-24.9,18.84,-47.28
00.326,-24.119999,19.02,-47.64
00.365,-24.48,20.039999,-47.039997
00.405,-24.72,19.26,-47.28
00.425,-24.539999,19.56,-47.46
00.465,-24.84,18.9,-47.399998
00.505,-24.539999,19.14,-46.68
00.526,-24.6,19.74,-46.8
00.566,-24.24,19.199999,-47.34
00.606,-25.08,20.039999,-47.34
00.626,-25.08,19.56,-47.28
00.666,-24.9,19.74,-46.5
00.706,-25.38,19.56,-47.219997
00.726,-24.84,19.74,-47.46
00.766,-25.019999,19.38,-47.219997
00.805,-24.779999,19.859999,-47.46
00.826,-25.26,19.68,-47.34
00.865,-25.98,18.48,-46.92
00.907,-24.539999,19.199999,-47.399998
00.927,-24.779999,19.14,-47.039997
00.967,-24.539999,19.38,-46.86
01.006,-24.66,19.619999,-48.12
01.046,-24.42,18.779999,-47.94
01.067,-24.84,18.6,-48.36
01.108,-24.779999,19.859999,-47.1
01.147,-25.26,19.26,-46.739998
01.167,-25.199999,19.14,-46.68
01.207,-24.48,19.14,-46.86
01.248,-22.74,18.42,-47.34
01.269,-21.359999,17.34,-48.539997
01.307,-19.74,16.619999,-49.8
01.347,-18.42,15.24,-49.26
01.368,-18.119999,14.34,-49.98
01.407,-18.24,13.74,-50.76
01.446,-18.779999,13.679999,-49.14
01.465,-19.199999,13.259999,-49.86
01.505,-18.72,13.32,-49.739998
01.547,-16.98,13.259999,-50.1
01.566,-15.48,13.38,-50.1
01.606,-14.16,15.12,-50.46
01.646,-14.7,13.86,-50.1
01.666,-15.059999,13.5,-49.86
01.706,-16.32,13.0199995,-50.28
01.746,-15.12,12.12,-50.34
01.789,-14.5199995,11.7,-50.16
01.806,-13.679999,12.0,-50.82
01.846,-12.059999,12.3,-50.46
01.886,-11.5199995,13.259999,-51.42
01.906,-11.34,13.44,-50.52
01.945,-10.62,12.78,-51.84
01.985,-8.88,12.12,-51.36
02.006,-8.34,12.42,-51.3
02.051,-8.04,12.9,-51.12
02.086,-7.98,12.78,-51.0
02.105,-7.14,13.32,-51.3
02.147,-5.8199997,12.84,-50.82
02.186,-7.56,12.719999,-50.7
02.207,-6.54,12.78,-50.879997
02.245,-5.7599998,13.679999,-50.94
02.286,-6.0,13.2,-50.82
02.306,-5.8799996,12.96,-50.82
02.347,-6.66,12.36,-50.64
02.387,-6.7799997,12.24,-50.82
02.408,-7.08,12.42,-51.12
02.448,-6.6,11.5199995,-51.18
02.487,-6.3599997,12.9,-51.12
02.508,-6.3599997,13.139999,-50.82
02.548,-6.72,11.5199995,-50.219997
02.587,-5.16,11.88,-51.539997
02.608,-5.46,11.82,-51.84
02.647,-5.22,12.0,-51.6
02.688,-6.12,12.24,-51.48
02.709,-5.7,11.82,-51.0
