timestamp,x,y,z
00.013,-40.98,19.38,74.22
00.033,-41.1,19.68,74.58
00.073,-42.239998,18.96,74.64
00.114,-39.36,18.48,71.52
00.132,-37.5,17.1,69.299995
00.176,-37.86,17.58,69.78
00.212,-38.34,17.699999,70.02
00.235,-38.04,17.46,69.78
00.276,-37.92,18.0,71.04
00.313,-38.579998,17.279999,69.84
00.333,-38.219997,17.699999,70.02
00.373,-41.64,18.9,73.86
00.414,-41.94,19.02,74.159996
00.434,-42.059998,19.14,74.52
00.473,-41.64,19.199999,74.64
00.514,-41.579998,19.14,73.38
00.534,-41.579998,18.96,73.92
00.574,-42.12,18.96,74.28
00.618,-41.28,19.38,74.46
00.637,-41.219997,19.5,74.7
00.674,-41.879997,18.779999,74.58
00.715,-41.34,18.779999,74.82
00.735,-42.239998,18.539999,74.76
00.774,-41.219997,19.32,74.64
00.816,-41.94,18.96,75.119995
00.839,-41.94,19.439999,74.4
00.875,-41.82,18.96,74.88
00.917,-41.7,19.859999,73.799995
00.939,-41.64,19.38,74.58
00.978,-42.239998,19.26,73.979996
01.021,-41.16,19.98,74.64
01.054,-39.36,17.16,70.2
01.074,-39.0,17.279999,70.2
01.114,-38.94,16.8,69.54
01.154,-38.399998,16.98,70.26
01.175,-38.82,16.98,70.619995
01.215,-38.76,16.14,69.54
01.257,-39.12,16.98,70.38
01.273,-39.239998,17.279999,70.2
01.314,-39.719997,18.42,72.54
01.355,-40.739998,19.92,74.82
01.375,-41.219997,19.38,74.34
01.415,-41.219997,19.56,73.74
01.442,-41.34,19.08,74.46
01.475,-41.94,19.38,74.46
01.515,-41.64,19.38,74.1
01.554,-40.92,19.439999,74.52
01.591,-41.7,19.26,74.22
01.613,-41.7,19.619999,73.619995
01.656,-41.04,19.68,74.159996
01.695,-41.64,19.68,74.1
01.717,-41.219997,19.32,73.86
01.757,-41.16,19.14,74.52
01.776,-41.52,19.14,74.22
01.814,-41.399998,18.84,74.1
01.860,-40.559998,19.859999,73.86
01.895,-41.52,18.84,74.28
01.915,-41.64,19.26,74.88
01.957,-41.28,19.68,74.28
01.998,-42.0,19.439999,74.82
02.015,-41.52,19.08,74.88
02.056,-41.579998,19.38,74.28
02.096,-41.399998,18.779999,74.46
02.120,-41.28,18.9,74.7
02.155,-40.8,18.66,72.659996
02.194,-41.399998,19.199999,74.34
02.218,-41.399998,19.32,74.46
02.254,-41.579998,19.5,74.52
02.293,-41.399998,19.38,74.159996
02.315,-41.219997,19.5,74.159996
02.355,-41.7,19.38,74.76
02.395,-41.7,19.08,74.28
02.436,-41.579998,19.199999,74.58
02.455,-41.94,18.9,74.4
02.498,-41.64,19.14,74.4
02.517,-41.46,19.08,74.52
02.556,-41.76,19.56,74.88
02.596,-41.1,18.48,74.22
02.617,-41.399998,18.779999,74.28
02.657,-40.98,19.199999,73.74
02.697,-41.82,19.8,74.4
02.718,-41.7,19.98,74.28
02.756,-41.219997,19.14,74.52
02.796,-41.34,19.619999,74.34
02.838,-41.579998,18.3,73.92
02.858,-41.64,19.199999,74.28
02.895,-41.7,19.32,74.82
02.938,-41.76,19.619999,74.04
02.954,-41.579998,19.199999,74.1
02.997,-41.219997,19.619999,74.939995
03.039,-41.879997,18.3,74.46
03.055,-42.0,19.14,75.0
03.094,-41.82,18.779999,74.7
03.135,-40.739998,19.26,73.74
03.156,-41.34,19.38,74.04
03.200,-41.34,19.08,74.82
03.226,-41.34,19.38,74.58
03.255,-41.7,18.9,73.619995
03.294,-41.7,19.5,74.7
03.338,-41.579998,19.859999,75.06
03.375,-41.64,19.26,74.46
03.395,-41.82,19.98,73.74
03.436,-41.16,19.32,74.04
03.456,-41.46,19.02,74.52
03.494,-41.82,19.38,73.86
03.535,-40.86,18.9,73.92
03.575,-41.52,19.5,73.68
03.598,-41.94,19.26,73.979996
03.636,-41.579998,20.1,73.979996
03.659,-41.219997,19.98,73.799995
03.700,-41.879997,19.26,74.88
03.738,-41.399998,18.96,74.22
03.778,-40.98,19.38,74.46
03.800,-39.48,18.66,72.18
03.835,-37.98,16.92,69.54
03.877,-38.52,17.34,70.5
03.896,-37.44,17.34,70.439995
03.939,-37.98,17.039999,70.56
03.978,-37.8,17.22,70.02
03.995,-38.219997,17.22,70.38
04.036,-38.34,17.46,69.96
04.078,-38.64,17.22,70.86
04.097,-39.96,18.06,72.84
04.138,-41.7,19.38,74.64
04.177,-40.8,19.859999,74.34
04.198,-41.28,19.14,74.82
04.235,-42.0,19.14,73.68
04.277,-41.46,19.619999,75.0
04.297,-41.1,19.08,74.64
04.337,-41.219997,18.9,75.119995
04.377,-41.46,18.66,73.619995
04.397,-41.34,19.08,74.4
04.437,-41.399998,19.74,74.76
04.479,-40.98,19.439999,73.92
04.499,-41.16,19.02,74.4
04.537,-41.28,19.14,74.28
04.578,-41.46,19.74,75.0
04.599,-41.879997,19.439999,74.46
04.641,-41.7,18.72,75.119995
04.682,-41.76,20.039999,74.64
04.701,-41.82,19.98,74.34
04.741,-41.16,19.38,74.22
04.780,-41.28,19.14,73.799995
04.803,-41.879997,19.439999,74.04
04.842,-41.16,18.9,74.76
04.883,-41.7,19.32,74.159996
04.924,-41.52,19.38,74.52
04.940,-40.14,18.84,72.54
04.980,-41.76,18.72,73.92
05.018,-41.04,19.32,74.88
05.039,-41.82,19.32,75.06
