timestamp,value
00.000,-15.47
00.015,-11.14
00.031,-7.86
00.046,-5.63
00.062,-4.25
00.078,-3.45
00.093,-2.95
00.109,-2.59
00.125,-2.26
00.140,-1.83
00.156,-1.11
00.171,0.19
00.187,2.23
00.203,5.0
00.218,8.15
00.234,11.18
00.250,13.59
00.265,15.19
00.281,16.15
00.296,16.84
00.312,17.57
00.328,18.4
00.343,19.1
00.359,19.39
00.375,19.11
00.390,18.3
00.406,17.16
00.421,15.86
00.437,14.41
00.453,12.66
00.468,10.43
00.484,7.66
00.500,4.43
00.515,0.88
00.531,-2.77
00.546,-6.3
00.562,-9.35
00.578,-11.45
00.593,-12.1
00.609,-11.02
00.625,-8.31
00.640,-4.45
00.656,-0.15
00.671,4.03
00.687,7.84
00.703,11.31
00.718,14.59
00.734,17.75
00.750,20.6
00.765,22.81
00.781,24.09
00.796,24.33
00.812,23.65
00.828,22.33
00.843,20.68
00.859,18.98
00.875,17.48
00.890,16.39
00.906,15.85
00.921,15.88
00.937,16.35
00.953,16.97
00.968,17.4
00.984,17.34
01.000,16.69
01.015,15.61
01.031,14.51
01.046,13.85
01.062,13.95
01.078,14.69
01.093,15.55
01.109,15.74
01.125,14.6
01.140,11.9
01.156,7.96
01.171,3.42
01.187,-1.1
01.203,-5.26
01.218,-9.02
01.234,-12.46
01.250,-15.45
01.265,-17.57
01.281,-18.16
01.296,-16.68
01.312,-12.85
01.328,-6.86
01.343,0.71
01.359,9.09
01.375,17.48
01.390,25.2
01.406,31.76
01.421,36.91
01.437,40.64
01.453,43.12
01.468,44.66
01.484,45.64
01.500,46.48
01.515,47.51
01.531,48.94
01.546,50.79
01.562,52.8
01.578,54.47
01.593,55.17
01.609,54.48
01.625,52.32
01.640,49.08
01.656,45.46
01.671,42.15
01.687,39.62
01.703,37.86
01.718,36.51
01.734,35.04
01.750,33.02
01.765,30.2
01.781,26.53
01.796,22.08
01.812,16.9
01.828,11.15
01.843,5.2
01.859,-0.28
01.875,-4.32
01.890,-5.97
01.906,-4.74
01.921,-0.77
01.937,5.06
01.953,11.48
01.968,17.22
01.984,21.43
02.000,24.0
02.015,25.45
02.031,26.64
02.046,28.38
02.062,30.94
02.078,33.95
02.093,36.56
02.109,37.88
02.125,37.59
02.140,36.14
02.156,34.5
02.171,33.6
02.187,33.65
02.203,33.94
02.218,33.28
02.234,30.77
02.250,26.44
02.265,21.19
02.281,16.25
02.296,12.3
02.312,9.0
02.328,5.27
02.343,0.08
02.359,-6.77
02.375,-14.36
02.390,-21.07
02.406,-25.44
02.421,-26.89
02.437,-25.98
02.453,-24.01
02.468,-22.3
02.484,-21.58
02.500,-21.77
02.515,-22.09
02.531,-21.59
02.546,-19.59
02.562,-16.04
02.578,-11.51
02.593,-6.77
02.609,-2.56
02.625,0.88
02.640,3.71
02.656,6.3
02.671,8.91
02.687,11.43
02.703,13.36
02.718,14.09
02.734,13.29
02.750,11.13
02.765,8.31
02.781,5.72
02.796,4.02
02.812,3.34
02.828,3.22
02.843,2.92
02.859,1.78
02.875,-0.35
02.890,-3.03
02.906,-5.5
02.921,-7.1
02.937,-7.71
02.953,-7.89
02.968,-8.49
02.984,-10.2
03.000,-13.03
03.015,-16.16
03.031,-18.3
03.046,-18.29
03.062,-15.77
03.078,-11.45
03.093,-6.76
03.109,-3.22
03.125,-1.62
03.140,-1.75
03.156,-2.5
03.171,-2.6
03.187,-1.33
03.203,1.19
03.218,4.18
03.234,6.78
03.250,8.64
03.265,10.23
03.281,12.47
03.296,16.15
03.312,21.23
03.328,26.7
03.343,30.92
03.359,32.43
03.375,30.62
03.390,26.05
03.406,20.05
03.421,14.05
03.437,8.79
03.453,4.14
03.468,-0.6
03.484,-6.01
03.500,-11.93
03.515,-17.48
03.531,-21.38
03.546,-22.77
03.562,-21.71
03.578,-19.13
03.593,-16.27
03.609,-13.98
03.625,-12.29
03.640,-10.52
03.656,-7.86
03.671,-3.97
03.687,0.71
03.703,5.14
03.718,8.26
03.734,9.5
03.750,8.98
03.765,7.4
03.781,5.59
03.796,4.11
03.812,3.1
03.828,2.25
03.843,1.13
03.859,-0.6
03.875,-2.94
03.890,-5.59
03.906,-8.0
03.921,-9.63
03.937,-10.21
03.953,-9.82
03.968,-8.87
03.984,-7.94
04.000,-7.41
04.015,-7.35
04.031,-7.55
04.046,-7.66
04.062,-7.55
04.078,-7.34
04.093,-7.33
04.109,-7.74
04.125,-8.47
04.140,-9.11
04.156,-9.19
04.171,-8.64
04.187,-7.92
04.203,-8.08
04.218,-10.19
04.234,-14.81
04.250,-21.64
04.265,-29.55
04.281,-37.09
04.296,-43.22
04.312,-47.76
04.328,-51.47
04.343,-55.55
04.359,-60.98
04.375,-67.96
04.390,-75.79
04.406,-83.27
04.421,-89.33
04.437,-93.68
04.453,-96.87
04.468,-99.95
04.484,-103.86
04.500,-108.9
04.515,-114.59
04.531,-119.93
04.546,-123.82
04.562,-125.43
04.578,-124.39
04.593,-120.62
04.609,-114.16
04.625,-105.11
04.640,-93.58
04.656,-79.84
04.671,-64.41
04.687,-48.08
04.703,-31.8
04.718,-16.49
04.734,-2.88
04.750,8.76
04.765,18.63
04.781,27.38
04.796,35.83
04.812,44.57
04.828,53.62
04.843,62.44
04.859,70.17
04.875,76.0
04.890,79.62
04.906,81.21
04.921,81.2
04.937,80.07
04.953,78.05
04.968,75.26
04.984,71.84
05.000,68.07
05.015,64.35
05.031,61.05
05.046,58.31
05.062,56.03
05.078,54.0
05.093,51.99
05.109,49.92
05.125,47.84
05.140,45.86
05.156,44.11
05.171,42.68
05.187,41.61
05.203,40.92
05.218,40.53
05.234,40.31
05.250,40.03
