timestamp,value
00.000,94.51
00.015,92.16
00.031,86.42
00.046,77.19
00.062,65.62
00.078,53.81
00.093,43.73
00.109,36.27
00.125,30.59
00.140,24.53
00.156,15.73
00.171,3.18
00.187,-11.85
00.203,-25.94
00.218,-34.75
00.234,-34.82
00.250,-24.94
00.265,-6.56
00.281,16.9
00.296,41.33
00.312,63.1
00.328,79.91
00.343,90.92
00.359,96.72
00.375,99.06
00.390,100.32
00.406,102.77
00.421,107.71
00.437,114.77
00.453,121.97
00.468,126.39
00.484,125.32
00.500,117.37
00.515,102.96
00.531,84.17
00.546,63.87
00.562,44.9
00.578,29.29
00.593,17.98
00.609,10.91
00.625,7.13
00.640,5.16
00.656,3.34
00.671,0.13
00.687,-5.68
00.703,-14.65
00.718,-26.62
00.734,-40.48
00.750,-54.44
00.765,-66.34
00.781,-74.3
00.796,-77.15
00.812,-74.72
00.828,-67.44
00.843,-55.79
00.859,-39.88
00.875,-19.39
00.890,5.76
00.906,34.8
00.921,65.56
00.937,94.78
00.953,118.93
00.968,135.33
00.984,142.91
01.000,142.3
01.015,135.43
01.031,124.81
01.046,112.85
01.062,101.48
01.078,91.96
01.093,84.78
01.109,79.84
01.125,76.36
01.140,73.06
01.156,68.42
01.171,61.04
01.187,50.05
01.203,35.55
01.218,18.58
01.234,0.85
01.250,-15.69
01.265,-29.52
01.281,-39.89
01.296,-47.05
01.312,-51.91
01.328,-55.76
01.343,-59.63
01.359,-64.12
01.375,-69.26
01.390,-74.72
01.406,-80.11
01.421,-85.13
01.437,-89.77
01.453,-94.18
01.468,-98.42
01.484,-102.24
01.500,-105.02
01.515,-105.82
01.531,-103.62
01.546,-97.7
01.562,-87.77
01.578,-74.22
01.593,-57.94
01.609,-40.25
01.625,-22.47
01.640,-5.91
01.656,8.48
01.671,20.1
01.687,28.73
01.703,34.63
01.718,38.43
01.734,41.06
01.750,43.52
01.765,46.54
01.781,50.32
01.796,54.5
01.812,58.38
01.828,61.27
01.843,62.92
01.859,63.54
01.875,63.7
01.890,63.96
01.906,64.53
01.921,65.21
01.937,65.49
01.953,64.97
01.968,63.46
01.984,61.13
02.000,58.25
02.015,54.99
02.031,51.31
02.046,46.97
02.062,41.75
02.078,35.54
02.093,28.46
02.109,20.69
02.125,12.52
02.140,4.13
02.156,-4.39
02.171,-12.95
02.187,-21.39
02.203,-29.41
02.218,-36.62
02.234,-42.66
02.250,-47.23
02.265,-50.08
02.281,-50.9
02.296,-49.26
02.312,-44.58
02.328,-36.31
02.343,-24.29
02.359,-8.91
02.375,8.82
02.390,27.48
02.406,45.62
02.421,62.18
02.437,76.49
02.453,88.32
02.468,97.69
02.484,104.66
02.500,109.49
02.515,112.47
02.531,114.0
02.546,114.36
02.562,113.62
02.578,111.55
02.593,107.73
02.609,101.99
02.625,94.58
02.640,86.42
02.656,78.72
02.671,72.52
02.687,68.28
02.703,65.65
02.718,63.74
02.734,61.63
02.750,58.87
02.765,55.72
02.781,53.04
02.796,51.75
02.812,52.31
02.828,54.46
02.843,57.31
02.859,59.77
02.875,61.06
02.890,60.91
02.906,59.6
02.921,57.6
02.937,55.33
02.953,53.07
02.968,51.03
02.984,49.4
03.000,48.6
03.015,49.15
03.031,51.67
03.046,56.86
03.062,65.27
03.078,77.2
03.093,92.45
03.109,110.16
03.125,128.82
03.140,146.51
03.156,161.17
03.171,171.04
03.187,174.8
03.203,171.73
03.218,161.8
03.234,145.68
03.250,124.77
03.265,101.05
03.281,76.93
03.296,54.72
03.312,36.34
03.328,22.85
03.343,14.13
03.359,8.96
03.375,5.26
03.390,0.68
03.406,-6.54
03.421,-16.99
03.437,-29.93
03.453,-43.75
03.468,-56.74
03.484,-67.75
03.500,-76.36
03.515,-82.52
03.531,-86.26
03.546,-87.33
03.562,-85.5
03.578,-80.85
03.593,-74.05
03.609,-66.26
03.625,-58.65
03.640,-52.07
03.656,-46.86
03.671,-43.2
03.687,-41.39
03.703,-42.13
03.718,-46.26
03.734,-54.22
03.750,-65.52
03.765,-78.6
03.781,-91.1
03.796,-100.69
03.812,-105.71
03.828,-105.62
03.843,-100.99
03.859,-93.06
03.875,-83.36
03.890,-73.41
03.906,-64.75
03.921,-58.9
03.937,-57.1
03.953,-59.82
03.968,-66.33
03.984,-74.46
04.000,-81.26
04.015,-83.76
04.031,-79.99
04.046,-69.48
04.062,-53.04
04.078,-32.08
04.093,-7.74
04.109,19.16
04.125,47.73
04.140,76.12
04.156,101.15
04.171,118.61
04.187,124.56
04.203,116.65
04.218,95.07
04.234,62.55
04.250,23.57
04.265,-17.01
04.281,-54.98
04.296,-87.52
04.312,-113.26
04.328,-132.29
04.343,-145.66
04.359,-155.08
04.375,-162.39
04.390,-169.02
04.406,-175.54
04.421,-181.61
04.437,-186.27
04.453,-188.41
04.468,-187.26
04.484,-182.47
04.500,-174.0
04.515,-162.0
04.531,-146.7
04.546,-128.59
04.562,-108.46
04.578,-87.64
04.593,-67.65
04.609,-49.91
04.625,-35.28
04.640,-23.86
04.656,-15.13
04.671,-8.35
04.687,-2.92
04.703,1.31
04.718,4.24
04.734,5.71
04.750,5.88
04.765,5.31
04.781,4.81
04.796,5.15
04.812,6.78
04.828,9.65
04.843,13.25
04.859,16.88
04.875,19.89
04.890,21.95
04.906,23.13
04.921,23.77
04.937,24.24
04.953,24.79
04.968,25.41
04.984,25.82
05.000,25.75
05.015,25.03
05.031,23.64
05.046,21.77
05.062,19.71
05.078,17.67
05.093,15.81
05.109,14.16
05.125,12.62
05.140,11.04
05.156,9.18
05.171,6.86
05.187,4.05
05.203,0.99
05.218,-1.71
05.234,-3.24
05.250,-2.76
05.265,0.32
05.281,6.21
05.296,14.51
05.312,24.4
05.328,34.9
05.343,45.01
05.359,54.03
05.375,61.54
05.390,67.41
05.406,71.65
05.421,74.45
05.437,76.07
05.453,76.96
05.468,77.75
05.484,79.17
05.500,81.93
05.515,86.47
05.531,92.81
05.546,100.44
05.562,108.25
05.578,114.7
05.593,118.06
05.609,116.91
05.625,110.52
05.640,99.18
05.656,84.01
05.671,66.61
05.687,48.51
05.703,30.9
05.718,14.66
05.734,0.58
05.750,-10.38
05.765,-17.23
05.781,-19.15
05.796,-15.91
05.812,-7.89
05.828,3.96
05.843,18.49
05.859,34.43
05.875,50.36
05.890,64.52
05.906,74.77
05.921,79.05
05.937,75.92
05.953,65.29
05.968,48.5
05.984,27.92
06.000,6.09
06.015,-15.16
06.031,-35.05
06.046,-53.71
06.062,-71.38
06.078,-87.83
06.093,-102.11
06.109,-112.91
06.125,-119.28
06.140,-121.27
06.156,-120.08
06.171,-117.47
06.187,-115.03
06.203,-113.4
06.218,-112.24
06.234,-110.59
06.250,-107.64
06.265,-103.27
06.281,-98.15
06.296,-93.32
06.312,-89.66
06.328,-87.44
06.343,-86.06
06.359,-84.29
06.375,-80.43
06.390,-72.71
06.406,-59.68
06.421,-40.79
06.437,-16.92
06.453,9.14
06.468,32.65
06.484,47.86
06.500,49.62
06.515,35.42
06.531,6.91
06.546,-30.17
06.562,-67.7
06.578,-98.1
06.593,-116.97
06.609,-124.22
06.625,-123.05
06.640,-117.64
06.656,-110.93
06.671,-103.58
06.687,-94.54
06.703,-82.47
06.718,-67.01
06.734,-49.18
06.750,-30.94
06.765,-14.51
06.781,-1.9
06.796,5.27
06.812,5.81
06.828,-0.73
06.843,-13.71
06.859,-31.21
06.875,-50.29
06.890,-67.75
06.906,-80.94
06.921,-88.27
06.937,-89.3
06.953,-84.47
06.968,-74.91
06.984,-62.29
07.000,-48.58
07.015,-35.74
07.031,-25.28
07.046,-17.86
07.062,-13.19
07.078,-10.4
07.093,-8.44
07.109,-6.76
07.125,-5.5
07.140,-5.41
07.156,-7.5
07.171,-12.56
07.187,-20.74
07.203,-31.3
07.218,-42.75
07.234,-53.0
07.250,-59.98
07.265,-62.03
07.281,-58.46
07.296,-49.64
07.312,-36.9
07.328,-22.13
07.343,-7.14
07.359,6.69
07.375,18.72
07.390,28.81
07.406,37.05
07.421,43.48
07.437,47.92
07.453,50.15
07.468,50.12
07.484,48.23
07.500,45.28
07.515,42.36
07.531,40.49
07.546,40.31
07.562,41.99
07.578,45.14
07.593,49.1
07.609,53.18
07.625,56.76
07.640,59.45
07.656,61.08
07.671,61.6
07.687,61.07
07.703,59.68
07.718,57.59
07.734,54.9
07.750,51.53
07.765,47.14
07.781,41.29
07.796,33.7
07.812,24.45
07.828,14.17
07.843,4.03
07.859,-4.69
07.875,-10.86
07.890,-13.83
07.906,-13.49
07.921,-10.07
07.937,-4.03
07.953,4.08
07.968,13.49
07.984,23.32
08.000,32.52
08.015,40.17
08.031,45.79
08.046,49.42
08.062,51.68
08.078,53.3
08.093,54.91
08.109,56.65
08.125,58.29
08.140,59.25
08.156,58.95
08.171,56.87
08.187,52.66
08.203,46.25
08.218,37.75
08.234,27.56
08.250,16.25
08.265,4.5
08.281,-7.12
08.296,-18.16
08.312,-28.32
08.328,-37.39
08.343,-45.17
08.359,-51.51
08.375,-56.39
08.390,-60.03
08.406,-63.0
08.421,-66.17
08.437,-70.39
08.453,-76.09
08.468,-82.91
08.484,-89.67
08.500,-94.6
08.515,-96.0
08.531,-92.81
08.546,-85.02
08.562,-73.71
08.578,-60.62
08.593,-47.55
08.609,-35.93
08.625,-26.5
08.640,-19.52
08.656,-14.98
08.671,-12.79
08.687,-12.92
08.703,-15.21
08.718,-19.29
08.734,-24.52
08.750,-30.07
08.765,-35.03
08.781,-38.73
08.796,-40.77
08.812,-41.14
08.828,-40.11
08.843,-38.11
08.859,-35.51
08.875,-32.5
08.890,-29.12
08.906,-25.3
08.921,-21.08
08.937,-16.61
08.953,-12.19
08.968,-8.15
08.984,-4.83
09.000,-2.39
09.015,-0.96
09.031,-0.64
09.046,-1.47
09.062,-3.37
09.078,-5.91
09.093,-8.27
09.109,-9.25
09.125,-7.59
09.140,-2.27
09.156,7.08
09.171,20.08
09.187,35.69
09.203,52.5
09.218,69.18
09.234,84.67
09.250,98.32
09.265,109.75
09.281,118.73
09.296,125.03
09.312,128.54
09.328,129.31
09.343,127.65
09.359,124.17
09.375,119.6
09.390,114.6
09.406,109.54
09.421,104.52
09.437,99.33
09.453,93.85
09.468,88.02
09.484,82.04
09.500,76.19
09.515,70.78
09.531,65.96
09.546,61.81
09.562,58.2
09.578,54.92
09.593,51.66
09.609,48.07
09.625,43.87
09.640,38.87
09.656,33.15
09.671,26.99
09.687,20.8
09.703,14.87
09.718,9.23
09.734,3.53
09.750,-2.85
09.765,-10.51
09.781,-19.76
09.796,-30.47
09.812,-42.07
09.828,-53.72
09.843,-64.62
09.859,-74.05
09.875,-81.58
09.890,-87.05
09.906,-90.51
09.921,-92.18
09.937,-92.4
09.953,-91.51
09.968,-89.77
09.984,-87.26
10.000,-83.87
10.015,-79.41
10.031,-73.89
10.046,-67.53
10.062,-60.84
10.078,-54.39
10.093,-48.55
10.109,-43.42
10.125,-38.9
10.140,-34.82
10.156,-31.25
10.171,-28.31
10.187,-26.0
10.203,-23.98
10.218,-21.63
10.234,-18.26
10.250,-13.63
10.265,-8.09
10.281,-2.33
10.296,3.09
10.312,8.47
10.328,15.08
10.343,24.73
10.359,38.86
10.375,57.79
10.390,80.34
