timestamp,value
00.000,-20.16
00.015,-27.64
00.031,-36.19
00.046,-45.94
00.062,-56.68
00.078,-67.86
00.093,-78.47
00.109,-87.21
00.125,-92.59
00.140,-93.34
00.156,-88.8
00.171,-79.11
00.187,-65.28
00.203,-48.9
00.218,-31.65
00.234,-14.83
00.250,0.79
00.265,14.97
00.281,27.67
00.296,38.79
00.312,48.1
00.328,55.33
00.343,60.36
00.359,63.4
00.375,64.99
00.390,65.83
00.406,66.43
00.421,67.07
00.437,67.68
00.453,68.1
00.468,68.16
00.484,67.83
00.500,67.15
00.515,66.16
00.531,64.68
00.546,62.37
00.562,58.82
00.578,53.69
00.593,46.95
00.609,38.9
00.625,30.05
00.640,20.94
00.656,11.91
00.671,2.98
00.687,-6.12
00.703,-15.83
00.718,-26.63
00.734,-38.76
00.750,-52.23
00.765,-66.58
00.781,-80.98
00.796,-94.19
00.812,-104.74
00.828,-111.29
00.843,-112.88
00.859,-109.31
00.875,-101.11
00.890,-89.39
00.906,-75.45
00.921,-60.46
00.937,-45.25
00.953,-30.4
00.968,-16.37
00.984,-3.64
01.000,7.25
01.015,15.81
01.031,21.91
01.046,25.69
01.062,27.69
01.078,28.53
01.093,28.73
01.109,28.52
01.125,27.97
01.140,26.98
01.156,25.53
01.171,23.72
01.187,21.72
01.203,19.69
01.218,17.64
01.234,15.38
01.250,12.56
01.265,8.84
01.281,3.95
01.296,-2.15
01.312,-9.13
01.328,-16.5
01.343,-23.61
01.359,-29.97
01.375,-35.46
01.390,-40.37
01.406,-45.37
01.421,-51.29
01.437,-58.78
01.453,-68.07
01.468,-78.73
01.484,-89.61
01.500,-99.05
01.515,-105.16
01.531,-106.29
01.546,-101.5
01.562,-90.82
01.578,-75.27
01.593,-56.54
01.609,-36.53
01.625,-16.8
01.640,1.69
01.656,18.48
01.671,33.48
01.687,46.64
01.703,57.72
01.718,66.45
01.734,72.62
01.750,76.27
01.765,77.79
01.781,77.81
01.796,77.0
01.812,75.82
01.828,74.42
01.843,72.68
01.859,70.4
01.875,67.53
01.890,64.19
01.906,60.71
01.921,57.39
01.937,54.26
01.953,51.05
01.968,47.27
01.984,42.41
02.000,36.22
02.015,28.81
02.031,20.6
02.046,12.11
02.062,3.79
02.078,-4.17
02.093,-11.85
02.109,-19.43
02.125,-27.15
02.140,-35.19
02.156,-43.75
02.171,-53.03
02.187,-63.2
02.203,-74.18
02.218,-85.43
02.234,-95.84
02.250,-103.78
02.265,-107.57
02.281,-105.98
02.296,-98.68
02.312,-86.33
02.328,-70.43
02.343,-52.78
02.359,-34.95
02.375,-17.97
02.390,-2.21
02.406,12.33
02.421,25.75
02.437,37.98
02.453,48.67
02.468,57.41
02.484,63.87
02.500,67.96
02.515,69.97
02.531,70.43
02.546,69.89
02.562,68.73
02.578,67.13
02.593,65.06
02.609,62.44
02.625,59.28
02.640,55.81
02.656,52.33
02.671,49.1
02.687,46.09
02.703,42.92
02.718,39.03
02.734,33.9
02.750,27.28
02.765,19.42
02.781,10.87
02.796,2.33
02.812,-5.65
02.828,-12.88
02.843,-19.55
02.859,-26.05
02.875,-32.91
02.890,-40.55
02.906,-49.27
02.921,-59.1
02.937,-69.78
02.953,-80.58
02.968,-90.36
02.984,-97.61
03.000,-100.82
03.015,-98.97
03.031,-91.81
03.046,-80.01
03.062,-64.98
03.078,-48.4
03.093,-31.78
03.109,-16.09
03.125,-1.77
03.140,11.11
03.156,22.52
03.171,32.36
03.187,40.42
03.203,46.47
03.218,50.52
03.234,52.79
03.250,53.75
03.265,53.9
03.281,53.56
03.296,52.83
03.312,51.63
03.328,49.92
03.343,47.8
03.359,45.57
03.375,43.54
03.390,41.79
03.406,40.07
03.421,37.78
03.437,34.31
03.453,29.3
03.468,22.87
03.484,15.53
03.500,7.98
03.515,0.8
03.531,-5.81
03.546,-12.04
03.562,-18.34
03.578,-25.25
03.593,-33.19
03.609,-42.39
03.625,-52.7
03.640,-63.42
03.656,-73.36
03.671,-80.95
03.687,-84.57
03.703,-83.11
03.718,-76.29
03.734,-64.76
03.750,-50.03
03.765,-33.85
03.781,-17.73
03.796,-2.68
03.812,10.88
03.828,22.92
03.843,33.43
03.859,42.25
03.875,49.13
03.890,53.84
03.906,56.38
03.921,57.09
03.937,56.56
03.953,55.41
03.968,54.11
03.984,52.82
04.000,51.39
04.015,49.63
04.031,47.39
04.046,44.71
04.062,41.79
04.078,38.75
04.093,35.57
04.109,31.99
04.125,27.61
04.140,22.11
04.156,15.45
04.171,7.97
04.187,0.18
04.203,-7.38
04.218,-14.48
04.234,-21.26
04.250,-28.2
04.265,-35.97
04.281,-45.08
04.296,-55.66
04.312,-67.25
04.328,-78.76
04.343,-88.58
04.359,-95.02
04.375,-96.66
04.390,-92.78
04.406,-83.6
04.421,-70.23
04.437,-54.26
04.453,-37.34
04.468,-20.71
04.484,-5.13
04.500,9.05
04.515,21.65
04.531,32.45
04.546,41.19
04.562,47.7
04.578,52.08
04.593,54.75
04.609,56.25
04.625,57.02
04.640,57.25
04.656,56.89
04.671,55.75
04.687,53.77
04.703,51.13
04.718,48.2
04.734,45.35
04.750,42.74
04.765,40.19
04.781,37.26
04.796,33.36
04.812,28.1
04.828,21.36
04.843,13.44
04.859,4.93
04.875,-3.55
04.890,-11.52
04.906,-18.81
04.921,-25.61
04.937,-32.37
04.953,-39.67
04.968,-48.04
04.984,-57.77
05.000,-68.64
05.015,-79.83
05.031,-89.89
05.046,-96.92
05.062,-99.19
05.078,-95.66
05.093,-86.37
05.109,-72.52
05.125,-55.92
05.140,-38.37
05.156,-21.18
05.171,-4.92
05.187,10.37
05.203,24.75
05.218,38.05
05.234,49.81
05.250,59.39
05.265,66.29
05.281,70.41
05.296,72.07
05.312,71.9
05.328,70.68
05.343,69.0
05.359,67.2
05.375,65.33
05.390,63.18
05.406,60.57
05.421,57.44
05.437,53.95
05.453,50.36
05.468,46.85
05.484,43.29
05.500,39.33
05.515,34.43
05.531,28.19
05.546,20.51
05.562,11.76
05.578,2.62
05.593,-6.18
05.609,-14.19
05.625,-21.39
05.640,-28.18
05.656,-35.16
05.671,-42.92
05.687,-51.78
05.703,-61.81
05.718,-72.82
05.734,-84.4
05.750,-95.81
05.765,-105.92
05.781,-113.15
05.796,-115.92
05.812,-113.06
05.828,-104.3
05.843,-90.53
05.859,-73.49
05.875,-55.17
05.890,-37.2
05.906,-20.44
05.921,-5.03
05.937,9.28
05.953,22.68
05.968,35.03
05.984,45.87
06.000,54.68
06.015,61.16
06.031,65.4
06.046,67.85
06.062,69.13
06.078,69.79
06.093,70.1
06.109,70.06
06.125,69.5
06.140,68.3
06.156,66.45
06.171,64.07
06.187,61.32
06.203,58.25
06.218,54.75
06.234,50.64
06.250,45.74
06.265,39.97
06.281,33.41
06.296,26.16
06.312,18.36
06.328,10.15
06.343,1.7
06.359,-6.8
06.375,-15.22
06.390,-23.52
06.406,-31.8
06.421,-40.32
06.437,-49.45
06.453,-59.48
06.468,-70.49
06.484,-82.19
06.500,-93.82
06.515,-104.14
06.531,-111.58
06.546,-114.63
06.562,-112.24
06.578,-104.19
06.593,-91.23
06.609,-74.83
06.625,-56.74
06.640,-38.5
06.656,-21.09
06.671,-4.95
06.687,9.82
06.703,23.17
06.718,34.91
06.734,44.71
06.750,52.22
06.765,57.3
06.781,60.11
06.796,61.05
06.812,60.69
06.828,59.58
06.843,58.1
06.859,56.45
06.875,54.68
06.890,52.78
06.906,50.85
06.921,49.1
06.937,47.76
06.953,46.92
06.968,46.3
06.984,45.3
07.000,43.13
07.015,39.14
07.031,33.16
07.046,25.63
07.062,17.36
07.078,9.23
07.093,1.78
07.109,-4.98
07.125,-11.42
07.140,-18.18
07.156,-25.77
07.171,-34.51
07.187,-44.36
07.203,-54.88
07.218,-65.27
07.234,-74.34
07.250,-80.71
07.265,-83.07
07.281,-80.57
07.296,-73.09
07.312,-61.37
07.328,-46.78
07.343,-30.95
07.359,-15.31
07.375,-0.81
07.390,12.1
07.406,23.35
07.421,33.01
07.437,41.05
07.453,47.35
07.468,51.83
07.484,54.56
07.500,55.85
07.515,56.19
07.531,56.02
07.546,55.62
07.562,54.98
07.578,53.9
07.593,52.2
07.609,49.86
07.625,47.07
07.640,44.09
07.656,41.12
07.671,38.12
07.687,34.86
07.703,30.95
07.718,26.1
07.734,20.22
07.750,13.52
07.765,6.36
07.781,-0.82
07.796,-7.72
07.812,-14.24
07.828,-20.55
07.843,-27.06
07.859,-34.26
07.875,-42.57
07.890,-52.16
07.906,-62.74
07.921,-73.42
07.937,-82.82
07.953,-89.28
07.968,-91.33
07.984,-88.15
08.000,-79.88
08.015,-67.54
08.031,-52.7
08.046,-36.95
08.062,-21.46
08.078,-6.86
08.093,6.57
08.109,18.68
08.125,29.19
08.140,37.67
08.156,43.77
08.171,47.47
08.187,49.14
08.203,49.54
08.218,49.49
08.234,49.57
08.250,49.98
08.265,50.48
08.281,50.63
08.296,50.04
08.312,48.55
08.328,46.33
08.343,43.76
08.359,41.22
08.375,38.81
08.390,36.3
08.406,33.22
08.421,29.11
08.437,23.73
08.453,17.26
08.468,10.16
08.484,2.98
08.500,-3.91
08.515,-10.39
08.531,-16.7
08.546,-23.18
08.562,-30.22
08.578,-38.1
08.593,-46.96
08.609,-56.8
08.625,-67.35
08.640,-77.89
08.656,-87.23
08.671,-93.78
08.687,-96.03
08.703,-93.0
08.718,-84.61
08.734,-71.81
08.750,-56.2
08.765,-39.57
08.781,-23.35
08.796,-8.26
08.812,5.59
08.828,18.34
08.843,30.04
08.859,40.51
08.875,49.34
08.890,56.17
08.906,60.94
08.921,63.94
08.937,65.76
08.953,67.02
08.968,68.19
08.984,69.47
09.000,70.78
09.015,71.95
09.031,72.82
09.046,73.33
09.062,73.48
09.078,73.26
09.093,72.62
09.109,71.44
09.125,69.59
09.140,67.02
09.156,63.8
09.171,60.18
09.187,56.44
09.203,52.86
09.218,49.61
09.234,46.72
09.250,44.12
09.265,41.68
09.281,39.29
09.296,36.88
09.312,34.48
09.328,32.19
09.343,30.11
09.359,28.3
09.375,26.76
09.390,25.41
09.406,24.18
09.421,23.04
09.437,22.02
09.453,21.22
09.468,20.7
09.484,20.44
09.500,20.27
09.515,19.99
09.531,19.48
09.546,18.73
09.562,17.87
09.578,17.06
09.593,16.35
09.609,15.63
09.625,14.64
09.640,13.12
09.656,10.95
09.671,8.24
09.687,5.24
09.703,2.26
09.718,-0.6
09.734,-3.44
09.750,-6.58
09.765,-10.36
09.781,-14.95
09.796,-20.23
09.812,-25.84
09.828,-31.35
09.843,-36.35
09.859,-40.72
09.875,-44.66
09.890,-48.57
09.906,-52.92
09.921,-58.06
09.937,-63.99
09.953,-70.4
09.968,-76.77
09.984,-82.56
10.000,-87.51
10.015,-91.75
10.031,-95.76
10.046,-100.23
10.062,-105.84
10.078,-113.11
10.093,-122.22
10.109,-132.89
10.125,-144.1
10.140,-154.05
10.156,-160.43
10.171,-160.93
10.187,-154.11
10.203,-139.94
10.218,-119.96
10.234,-96.7
10.250,-72.84
10.265,-50.27
10.281,-29.77
10.296,-11.23
10.312,5.71
10.328,21.01
10.343,34.06
10.359,43.93
10.375,49.94
10.390,52.18
10.406,51.64
10.421,49.87
10.437,48.59
10.453,49.03
10.468,51.74
10.484,56.65
10.500,63.35
10.515,71.51
10.531,81.08
10.546,92.19
