timestamp,value
00.000,18.89
00.015,6.9
00.031,-4.46
00.046,-13.49
00.062,-19.17
00.078,-21.58
00.093,-21.41
00.109,-19.7
00.125,-17.06
00.140,-13.71
00.156,-9.62
00.171,-4.74
00.187,0.58
00.203,5.82
00.218,10.32
00.234,13.71
00.250,15.77
00.265,16.57
00.281,16.36
00.296,15.36
00.312,13.88
00.328,12.0
00.343,9.82
00.359,7.3
00.375,4.54
00.390,1.72
00.406,-0.86
00.421,-2.81
00.437,-3.94
00.453,-4.36
00.468,-4.57
00.484,-4.98
00.500,-5.76
00.515,-6.52
00.531,-6.42
00.546,-4.64
00.562,-0.66
00.578,5.31
00.593,12.45
00.609,19.44
00.625,25.09
00.640,28.55
00.656,29.46
00.671,27.94
00.687,24.39
00.703,19.41
00.718,13.68
00.734,8.03
00.750,3.24
00.765,-0.11
00.781,-1.7
00.796,-1.65
00.812,-0.38
00.828,1.46
00.843,3.36
00.859,4.99
00.875,6.27
00.890,7.28
00.906,7.97
00.921,8.3
00.937,8.2
00.953,7.72
00.968,6.94
00.984,6.13
01.000,5.57
01.015,5.37
01.031,5.53
01.046,5.81
01.062,5.98
01.078,5.83
01.093,5.34
01.109,4.57
01.125,3.74
01.140,3.05
01.156,2.71
01.171,2.91
01.187,3.86
01.203,5.81
01.218,8.81
01.234,12.77
01.250,17.24
01.265,21.57
01.281,24.86
01.296,26.29
01.312,25.34
01.328,21.94
01.343,16.53
01.359,9.93
01.375,3.19
01.390,-2.72
01.406,-7.17
01.421,-10.03
01.437,-11.52
01.453,-12.05
01.468,-12.03
01.484,-11.71
01.500,-11.17
01.515,-10.45
01.531,-9.43
01.546,-8.14
01.562,-6.58
01.578,-4.82
01.593,-2.92
01.609,-1.04
01.625,0.63
01.640,1.87
01.656,2.58
01.671,2.8
01.687,2.76
01.703,2.94
01.718,3.73
01.734,5.33
01.750,7.56
01.765,10.0
01.781,12.23
01.796,14.09
01.812,15.67
01.828,17.27
01.843,19.18
01.859,21.34
01.875,23.47
01.890,25.16
01.906,26.18
01.921,26.55
01.937,26.5
01.953,26.39
01.968,26.47
01.984,26.97
02.000,28.09
02.015,30.02
02.031,32.9
02.046,36.77
02.062,41.46
02.078,46.66
02.093,52.21
02.109,58.11
02.125,64.59
02.140,71.95
02.156,80.35
02.171,89.68
02.187,99.63
02.203,109.86
02.218,120.19
02.234,130.65
02.250,141.38
02.265,152.26
02.281,162.81
02.296,172.17
02.312,179.19
