timestamp,value
00.000,-54.83
00.015,-60.21
00.031,-62.66
00.046,-62.74
00.062,-61.13
00.078,-58.38
00.093,-54.75
00.109,-50.33
00.125,-45.06
00.140,-39.0
00.156,-32.3
00.171,-25.15
00.187,-17.74
00.203,-10.25
00.218,-2.86
00.234,4.23
00.250,10.84
00.265,16.83
00.281,22.21
00.296,27.09
00.312,31.67
00.328,36.2
00.343,40.93
00.359,46.01
00.375,51.38
00.390,56.78
00.406,61.74
00.421,65.73
00.437,68.31
00.453,69.38
00.468,69.17
00.484,68.15
00.500,66.62
00.515,64.38
00.531,60.54
00.546,53.71
00.562,42.6
00.578,26.68
00.593,6.72
00.609,-15.22
00.625,-36.12
00.640,-52.92
00.656,-63.32
00.671,-66.39
00.687,-62.66
00.703,-53.83
00.718,-42.13
00.734,-29.76
00.750,-18.44
00.765,-9.17
00.781,-2.32
00.796,2.34
00.812,5.25
00.828,6.83
00.843,7.29
00.859,6.69
00.875,5.06
00.890,2.7
00.906,0.2
00.921,-1.59
00.937,-1.91
00.953,-0.34
00.968,2.95
00.984,7.39
01.000,12.12
01.015,16.33
01.031,19.31
01.046,20.45
01.062,19.2
01.078,15.14
01.093,8.18
01.109,-1.24
01.125,-12.04
01.140,-22.66
01.156,-31.47
01.171,-37.13
01.187,-38.98
01.203,-37.07
01.218,-32.03
01.234,-24.69
01.250,-15.78
01.265,-5.77
01.281,5.05
01.296,16.42
01.312,27.97
01.328,39.28
01.343,49.95
01.359,59.84
01.375,69.16
01.390,78.34
01.406,87.79
01.421,97.57
01.437,107.21
01.453,115.81
01.468,122.31
01.484,125.82
01.500,126.0
01.515,123.1
01.531,117.84
01.546,110.99
01.562,103.07
01.578,94.11
01.593,83.66
01.609,71.04
01.625,55.74
01.640,37.67
01.656,17.23
01.671,-4.83
01.687,-27.64
01.703,-50.35
01.718,-72.15
01.734,-92.1
01.750,-109.1
01.765,-121.83
01.781,-129.14
01.796,-130.24
01.812,-125.12
01.828,-114.48
01.843,-99.6
01.859,-82.07
01.875,-63.51
01.890,-45.42
01.906,-29.16
01.921,-15.85
01.937,-6.2
01.953,-0.33
01.968,2.39
01.984,3.05
02.000,2.83
02.015,2.32
02.031,1.28
02.046,-1.29
02.062,-6.54
02.078,-15.06
02.093,-26.39
02.109,-38.97
02.125,-50.64
02.140,-59.41
02.156,-64.03
02.171,-64.35
02.187,-61.22
02.203,-56.09
02.218,-50.59
02.234,-46.13
02.250,-43.64
02.265,-43.46
02.281,-45.29
02.296,-48.34
02.312,-51.52
02.328,-53.79
02.343,-54.36
02.359,-52.93
02.375,-49.7
02.390,-45.12
02.406,-39.68
02.421,-33.62
02.437,-26.78
02.453,-18.67
02.468,-8.81
02.484,2.91
02.500,15.9
02.515,28.81
02.531,39.76
02.546,46.79
02.562,48.39
02.578,43.98
02.593,34.03
02.609,20.04
02.625,4.23
02.640,-10.98
02.656,-23.46
02.671,-31.72
02.687,-35.12
02.703,-33.91
02.718,-28.93
02.734,-21.49
02.750,-12.95
02.765,-4.56
02.781,2.78
02.796,8.58
02.812,12.74
02.828,15.44
02.843,17.02
02.859,17.8
02.875,18.05
02.890,17.95
02.906,17.57
02.921,16.92
02.937,15.93
02.953,14.53
02.968,12.72
02.984,10.66
03.000,8.79
03.015,7.7
03.031,8.01
03.046,10.15
03.062,14.13
03.078,19.56
03.093,25.8
03.109,32.17
03.125,38.21
03.140,43.74
03.156,48.74
03.171,53.23
03.187,57.12
03.203,60.15
03.218,62.06
03.234,62.76
03.250,62.51
03.265,61.91
03.281,61.61
03.296,61.9
03.312,62.32
03.328,61.64
03.343,58.24
03.359,50.79
03.375,38.92
03.390,23.49
03.406,6.43
03.421,-9.97
03.437,-23.76
03.453,-33.85
03.468,-40.19
03.484,-43.49
03.500,-44.83
03.515,-45.32
03.531,-45.9
03.546,-47.2
03.562,-49.48
03.578,-52.52
03.593,-55.63
03.609,-57.83
03.625,-58.14
03.640,-56.03
03.656,-51.52
03.671,-45.19
03.687,-37.85
03.703,-30.31
03.718,-23.22
03.734,-17.13
03.750,-12.61
03.765,-10.18
03.781,-10.06
03.796,-11.91
03.812,-14.65
03.828,-16.77
03.843,-16.9
03.859,-14.34
03.875,-9.36
03.890,-3.01
03.906,3.39
03.921,8.85
03.937,12.93
03.953,15.74
03.968,17.55
03.984,18.56
04.000,18.78
04.015,18.16
04.031,16.76
04.046,14.85
04.062,12.84
04.078,11.13
04.093,9.88
04.109,9.03
04.125,8.39
04.140,7.89
04.156,7.66
04.171,8.09
04.187,9.59
04.203,12.43
04.218,16.48
04.234,21.33
04.250,26.4
04.265,31.14
04.281,35.19
04.296,38.28
04.312,40.23
04.328,40.86
04.343,40.15
04.359,38.27
04.375,35.72
04.390,33.14
04.406,31.1
04.421,29.76
04.437,28.73
04.453,27.21
04.468,24.32
04.484,19.53
04.500,12.95
04.515,5.38
04.531,-2.06
04.546,-8.28
04.562,-12.59
04.578,-14.92
04.593,-15.72
04.609,-15.72
04.625,-15.59
04.640,-15.76
04.656,-16.28
04.671,-17.01
04.687,-17.74
04.703,-18.33
04.718,-18.76
04.734,-19.0
04.750,-18.95
04.765,-18.29
04.781,-16.67
04.796,-13.81
04.812,-9.85
04.828,-5.4
04.843,-1.42
04.859,1.21
04.875,2.1
