timestamp,value
00.000,-114.53
00.015,-119.63
00.031,-119.71
00.046,-113.86
00.062,-102.14
00.078,-85.62
00.093,-66.17
00.109,-45.94
00.125,-26.75
00.140,-9.77
00.156,4.61
00.171,16.59
00.187,26.59
00.203,34.97
00.218,41.97
00.234,47.7
00.250,52.33
00.265,56.17
00.281,59.58
00.296,62.9
00.312,66.28
00.328,69.73
00.343,73.05
00.359,76.09
00.375,78.65
00.390,80.67
00.406,82.06
00.421,82.72
00.437,82.54
00.453,81.45
00.468,79.5
00.484,76.86
00.500,73.76
00.515,70.38
00.531,66.77
00.546,62.86
00.562,58.53
00.578,53.73
00.593,48.47
00.609,42.8
00.625,36.8
00.640,30.41
00.656,23.45
00.671,15.69
00.687,7.0
00.703,-2.53
00.718,-12.57
00.734,-22.61
00.750,-32.07
00.765,-40.49
00.781,-47.69
00.796,-53.84
00.812,-59.38
00.828,-64.97
00.843,-71.34
00.859,-79.07
00.875,-88.42
00.890,-99.05
00.906,-109.9
00.921,-119.31
00.937,-125.28
00.953,-126.11
00.968,-120.88
00.984,-109.82
01.000,-94.27
01.015,-76.29
01.031,-57.98
01.046,-40.96
01.062,-26.09
01.078,-13.48
01.093,-2.9
01.109,5.96
01.125,13.23
01.140,18.9
01.156,23.01
01.171,25.7
01.187,27.33
01.203,28.31
01.218,28.92
01.234,29.21
01.250,29.04
01.265,28.33
01.281,27.33
01.296,26.66
01.312,27.13
01.328,29.34
01.343,33.32
01.359,38.38
01.375,43.33
01.390,46.96
01.406,48.44
01.421,47.61
01.437,44.89
01.453,40.94
01.468,36.33
01.484,31.3
01.500,25.75
01.515,19.44
01.531,12.15
01.546,3.83
01.562,-5.34
01.578,-15.05
01.593,-24.9
01.609,-34.54
01.625,-43.67
01.640,-52.12
01.656,-59.94
01.671,-67.41
01.687,-75.03
01.703,-83.36
01.718,-92.7
01.734,-102.78
01.750,-112.52
01.765,-120.16
01.781,-123.65
01.796,-121.32
01.812,-112.49
01.828,-97.85
01.843,-79.31
01.859,-59.47
01.875,-40.87
01.890,-25.41
01.906,-14.13
01.921,-7.15
01.937,-4.01
01.953,-3.83
01.968,-5.48
01.984,-7.87
02.000,-9.99
02.015,-11.12
02.031,-10.93
02.046,-9.5
02.062,-7.12
02.078,-3.98
02.093,0.05
02.109,5.5
02.125,13.11
02.140,23.42
02.156,36.42
02.171,51.35
02.187,66.82
02.203,81.17
02.218,92.94
02.234,101.31
02.250,106.25
02.265,108.44
02.281,108.94
02.296,108.79
02.312,108.78
02.328,109.23
02.343,110.0
02.359,110.5
02.375,109.79
02.390,106.81
02.406,100.57
02.421,90.5
02.437,76.6
02.453,59.58
