timestamp,value
00.000,-39.09
00.015,-45.92
00.031,-53.79
00.046,-61.89
00.062,-68.82
00.078,-73.08
00.093,-73.46
00.109,-69.48
00.125,-61.52
00.140,-50.61
00.156,-38.05
00.171,-25.05
00.187,-12.55
00.203,-1.18
00.218,8.64
00.234,16.59
00.250,22.51
00.265,26.41
00.281,28.57
00.296,29.46
00.312,29.69
00.328,29.81
00.343,30.13
00.359,30.66
00.375,31.15
00.390,31.21
00.406,30.52
00.421,29.01
00.437,26.87
00.453,24.49
00.468,22.24
00.484,20.24
00.500,18.31
00.515,16.06
00.531,13.1
00.546,9.22
00.562,4.5
00.578,-0.76
00.593,-6.19
00.609,-11.44
00.625,-16.32
00.640,-20.78
00.656,-24.91
00.671,-28.93
00.687,-33.17
00.703,-37.92
00.718,-43.36
00.734,-49.31
00.750,-55.15
00.765,-59.81
00.781,-62.0
00.796,-60.6
00.812,-54.98
00.828,-45.26
00.843,-32.27
00.859,-17.38
00.875,-2.12
00.890,12.16
00.906,24.45
00.921,34.25
00.937,41.49
00.953,46.33
00.968,49.15
00.984,50.36
01.000,50.35
01.015,49.54
01.031,48.35
01.046,47.1
01.062,46.09
01.078,45.43
01.093,45.06
01.109,44.81
01.125,44.39
01.140,43.55
01.156,42.16
01.171,40.22
01.187,37.77
01.203,34.87
01.218,31.52
01.234,27.66
01.250,23.27
01.265,18.41
01.281,13.19
01.296,7.78
01.312,2.37
01.328,-2.89
01.343,-7.92
01.359,-12.67
01.375,-17.26
01.390,-21.97
01.406,-27.2
01.421,-33.31
01.437,-40.34
01.453,-47.78
01.468,-54.5
01.484,-58.98
01.500,-59.76
01.515,-55.95
01.531,-47.54
01.546,-35.35
01.562,-20.74
01.578,-5.16
01.593,10.08
01.609,24.06
01.625,36.09
01.640,45.68
01.656,52.5
01.671,56.5
01.687,57.91
01.703,57.25
01.718,55.29
01.734,52.79
01.750,50.34
01.765,48.33
01.781,46.83
01.796,45.75
01.812,44.87
01.828,43.99
01.843,42.82
01.859,41.24
01.875,39.19
01.890,36.76
01.906,34.03
01.921,31.05
01.937,27.75
01.953,24.0
01.968,19.69
01.984,14.8
02.000,9.48
02.015,4.03
02.031,-1.21
02.046,-6.0
02.062,-10.27
02.078,-14.14
02.093,-17.91
02.109,-21.96
02.125,-26.59
02.140,-31.88
02.156,-37.5
02.171,-42.61
02.187,-46.03
02.203,-46.48
02.218,-43.04
02.234,-35.47
02.250,-24.37
02.265,-11.01
02.281,3.01
02.296,16.3
02.312,27.87
02.328,37.36
02.343,44.77
02.359,50.26
02.375,53.97
02.390,55.96
02.406,56.36
02.421,55.39
02.437,53.49
02.453,51.13
02.468,48.65
02.484,46.17
02.500,43.49
02.515,40.4
02.531,36.76
02.546,32.69
02.562,28.43
02.578,24.26
02.593,20.26
