timestamp,value
00.000,104.76
00.015,109.61
00.031,115.21
00.046,121.19
00.062,125.69
00.078,125.98
00.093,119.58
00.109,105.44
00.125,84.59
00.140,59.77
00.156,34.47
00.171,11.83
00.187,-6.22
00.203,-19.05
00.218,-26.99
00.234,-30.81
00.250,-31.45
00.265,-29.9
00.281,-27.23
00.296,-24.62
00.312,-23.1
00.328,-23.33
00.343,-25.46
00.359,-29.14
00.375,-33.9
00.390,-39.44
00.406,-45.89
00.421,-53.63
00.437,-62.87
00.453,-73.03
00.468,-82.44
00.484,-88.53
00.500,-88.45
00.515,-80.14
00.531,-63.07
00.546,-38.54
00.562,-9.3
00.578,21.3
00.593,50.32
00.609,75.83
00.625,97.04
00.640,113.97
00.656,127.0
00.671,136.55
00.687,143.05
00.703,147.11
00.718,149.34
00.734,150.04
00.750,148.66
00.765,143.66
00.781,132.89
00.796,114.59
00.812,88.46
00.828,56.16
00.843,21.08
00.859,-12.82
00.875,-42.29
00.890,-65.6
00.906,-82.63
00.921,-94.33
00.937,-101.93
00.953,-106.42
00.968,-108.4
00.984,-108.24
01.000,-106.24
01.015,-102.83
01.031,-98.45
01.046,-93.56
01.062,-88.56
01.078,-83.91
01.093,-80.11
01.109,-77.75
01.125,-77.47
01.140,-79.67
01.156,-84.26
01.171,-90.31
01.187,-96.02
01.203,-98.99
01.218,-96.88
01.234,-88.04
01.250,-72.17
01.265,-50.35
01.281,-24.71
01.296,2.22
01.312,28.24
01.328,51.82
01.343,72.28
01.359,89.56
01.375,104.07
01.390,116.35
01.406,126.94
01.421,136.25
01.437,144.47
01.453,151.6
01.468,157.47
01.484,161.89
01.500,164.84
01.515,166.36
01.531,166.57
01.546,165.56
01.562,163.47
01.578,160.69
01.593,158.06
01.609,156.63
01.625,157.19
01.640,159.38
01.656,161.2
01.671,159.21
01.687,149.62
01.703,129.86
01.718,99.74
01.734,61.82
01.750,20.49
01.765,-19.52
01.781,-54.51
01.796,-82.55
01.812,-103.27
01.828,-117.29
01.843,-125.73
01.859,-130.07
01.875,-132.25
01.890,-134.62
01.906,-139.37
01.921,-147.71
01.937,-158.9
01.953,-169.98
01.968,-176.39
01.984,-173.37
02.000,-157.75
02.015,-129.27
02.031,-91.08
02.046,-48.94
02.062,-9.58
02.078,21.22
02.093,40.13
02.109,46.75
02.125,43.14
02.140,32.67
02.156,18.81
02.171,4.36
02.187,-8.74
02.203,-19.17
02.218,-25.89
02.234,-28.13
02.250,-25.56
02.265,-18.62
02.281,-8.62
02.296,2.52
02.312,12.79
02.328,20.83
02.343,26.27
02.359,29.81
02.375,32.8
02.390,36.51
02.406,41.49
02.421,47.15
02.437,51.99
02.453,54.17
02.468,52.42
02.484,46.65
02.500,38.1
02.515,28.86
02.531,20.95
02.546,15.49
02.562,12.22
02.578,9.75
02.593,6.16
02.609,-0.32
02.625,-10.76
02.640,-25.27
02.656,-42.79
02.671,-61.0
02.687,-76.31
02.703,-84.51
02.718,-81.79
02.734,-66.45
02.750,-40.06
02.765,-7.68
02.781,23.48
02.796,46.5
02.812,57.08
02.828,54.91
02.843,43.15
02.859,26.74
02.875,10.14
02.890,-3.95
02.906,-14.77
02.921,-22.63
02.937,-27.9
02.953,-30.45
02.968,-29.86
02.984,-26.12
03.000,-20.06
03.015,-13.32
03.031,-7.72
03.046,-4.39
03.062,-3.32
03.078,-3.41
03.093,-3.02
03.109,-0.7
03.125,4.15
03.140,11.11
03.156,18.91
03.171,25.96
03.187,30.9
03.203,33.09
03.218,32.75
03.234,30.86
03.250,28.61
03.265,26.93
03.281,26.04
03.296,25.45
03.312,24.17
03.328,21.21
03.343,15.93
03.359,8.25
03.375,-1.46
03.390,-12.56
03.406,-24.27
03.421,-35.62
03.437,-45.37
03.453,-52.09
03.468,-54.39
03.484,-51.43
03.500,-43.32
03.515,-31.22
03.531,-16.96
03.546,-2.32
03.562,11.78
03.578,25.54
03.593,39.86
03.609,55.54
03.625,72.31
03.640,88.41
03.656,100.95
03.671,106.98
03.687,104.73
03.703,94.38
03.718,78.04
03.734,58.97
03.750,40.47
03.765,24.93
03.781,13.47
03.796,6.2
03.812,2.63
03.828,2.17
03.843,4.28
03.859,8.36
03.875,13.65
03.890,19.17
03.906,23.91
03.921,27.18
03.937,28.78
03.953,29.16
03.968,29.26
03.984,30.19
04.000,32.84
04.015,37.55
04.031,44.03
04.046,51.45
04.062,58.71
04.078,64.85
04.093,69.28
04.109,71.98
