timestamp,value
00.000,-29.23
00.015,-25.86
00.031,-19.51
00.046,-10.08
00.062,2.05
00.078,16.06
00.093,30.74
00.109,44.75
00.125,56.95
00.140,66.68
00.156,73.89
00.171,78.93
00.187,82.33
00.203,84.4
00.218,85.16
00.234,84.38
00.250,81.75
00.265,77.09
00.281,70.43
00.296,61.94
00.312,51.95
00.328,40.83
00.343,28.97
00.359,16.78
00.375,4.55
00.390,-7.54
00.406,-19.44
00.421,-31.16
00.437,-42.61
00.453,-53.57
00.468,-63.66
00.484,-72.57
00.500,-80.14
00.515,-86.47
00.531,-91.92
00.546,-96.8
00.562,-101.31
00.578,-105.23
00.593,-107.92
00.609,-108.45
00.625,-105.81
00.640,-99.18
00.656,-88.2
00.671,-73.03
00.687,-54.4
00.703,-33.46
00.718,-11.56
00.734,9.94
00.750,29.82
00.765,47.15
00.781,61.4
00.796,72.41
00.812,80.42
00.828,85.95
00.843,89.63
00.859,92.04
00.875,93.61
00.890,94.66
00.906,95.37
00.921,95.84
00.937,96.03
00.953,95.67
00.968,94.27
00.984,91.14
01.000,85.61
01.015,77.23
01.031,65.93
01.046,52.11
01.062,36.56
01.078,20.28
01.093,4.32
01.109,-10.31
01.125,-22.89
01.140,-33.0
01.156,-40.66
01.171,-46.31
01.187,-50.72
01.203,-54.73
01.218,-59.08
01.234,-64.11
01.250,-69.62
01.265,-74.82
01.281,-78.44
01.296,-79.08
01.312,-75.68
01.328,-67.93
01.343,-56.59
01.359,-43.33
01.375,-30.28
01.390,-19.26
01.406,-11.19
01.421,-5.83
01.437,-2.02
01.453,1.79
01.468,6.84
01.484,13.64
01.500,21.96
01.515,31.12
01.531,40.37
01.546,49.24
01.562,57.64
01.578,65.69
01.593,73.58
01.609,81.26
01.625,88.34
01.640,94.12
01.656,97.72
01.671,98.34
01.687,95.39
01.703,88.62
01.718,78.16
01.734,64.47
01.750,48.37
01.765,31.0
01.781,13.86
01.796,-1.45
01.812,-13.44
01.828,-21.07
01.843,-24.05
01.859,-22.92
01.875,-18.87
01.890,-13.41
01.906,-7.93
01.921,-3.49
01.937,-0.72
01.953,0.16
01.968,-0.83
01.984,-3.47
02.000,-7.44
02.015,-12.25
02.031,-17.29
02.046,-21.94
02.062,-25.64
02.078,-28.08
02.093,-29.19
02.109,-29.15
02.125,-28.19
02.140,-26.56
02.156,-24.35
02.171,-21.66
02.187,-18.58
02.203,-15.37
02.218,-12.28
02.234,-9.54
02.250,-7.19
02.265,-5.08
02.281,-2.95
02.296,-0.59
02.312,2.03
02.328,4.69
02.343,6.99
02.359,8.5
02.375,8.82
02.390,7.73
02.406,5.14
02.421,1.08
02.437,-4.38
02.453,-11.11
02.468,-18.95
02.484,-27.66
02.500,-36.91
02.515,-46.31
02.531,-55.38
02.546,-63.6
02.562,-70.41
02.578,-75.21
02.593,-77.37
02.609,-76.31
02.625,-71.63
02.640,-63.27
02.656,-51.61
02.671,-37.54
02.687,-22.31
02.703,-7.25
02.718,6.43
02.734,17.92
02.750,26.89
02.765,33.42
02.781,37.83
02.796,40.57
02.812,42.05
02.828,42.71
02.843,42.86
02.859,42.8
02.875,42.69
02.890,42.57
02.906,42.34
02.921,41.81
02.937,40.83
02.953,39.39
02.968,37.63
02.984,35.8
03.000,34.15
03.015,32.67
03.031,31.16
03.046,29.14
03.062,26.07
03.078,21.57
03.093,15.51
03.109,8.18
03.125,0.14
03.140,-7.88
03.156,-15.24
03.171,-21.55
03.187,-26.74
03.203,-31.06
03.218,-34.81
03.234,-38.15
03.250,-40.83
03.265,-42.29
03.281,-41.67
03.296,-38.29
03.312,-31.86
03.328,-22.73
03.343,-11.86
03.359,-0.57
03.375,9.82
03.390,18.39
03.406,24.73
03.421,28.99
03.437,31.59
03.453,33.07
03.468,33.83
03.484,34.12
03.500,34.09
03.515,33.83
03.531,33.41
03.546,32.84
03.562,32.08
03.578,30.89
03.593,28.98
03.609,26.03
03.625,21.85
03.640,16.48
03.656,10.17
03.671,3.34
03.687,-3.47
03.703,-9.75
03.718,-15.08
03.734,-19.26
03.750,-22.22
03.765,-24.12
03.781,-25.17
03.796,-25.67
03.812,-25.94
03.828,-26.31
03.843,-27.1
03.859,-28.51
03.875,-30.6
03.890,-33.15
03.906,-35.65
03.921,-37.4
03.937,-37.69
03.953,-36.0
03.968,-32.2
03.984,-26.68
04.000,-20.15
04.015,-13.53
04.031,-7.57
04.046,-2.79
04.062,0.73
04.078,3.09
04.093,4.53
04.109,5.22
04.125,5.24
04.140,4.61
04.156,3.43
04.171,1.89
04.187,0.26
04.203,-1.14
04.218,-2.06
04.234,-2.37
04.250,-2.02
04.265,-1.12
04.281,0.13
04.296,1.42
04.312,2.36
04.328,2.48
04.343,1.44
04.359,-0.9
04.375,-4.4
04.390,-8.6
04.406,-12.88
04.421,-16.63
04.437,-19.37
04.453,-20.95
04.468,-21.56
04.484,-21.57
04.500,-21.48
04.515,-21.73
04.531,-22.55
04.546,-23.97
04.562,-25.74
04.578,-27.34
04.593,-28.12
04.609,-27.48
04.625,-24.98
04.640,-20.53
04.656,-14.45
04.671,-7.37
04.687,-0.05
04.703,6.84
04.718,12.88
04.734,17.83
04.750,21.58
04.765,24.08
04.781,25.24
04.796,25.08
04.812,23.76
04.828,21.68
04.843,19.32
04.859,17.15
04.875,15.45
04.890,14.3
04.906,13.63
04.921,13.3
04.937,13.24
04.953,13.42
04.968,13.86
04.984,14.53
05.000,15.39
05.015,16.39
05.031,17.53
05.046,18.85
05.062,20.38
05.078,22.12
05.093,23.89
05.109,25.43
05.125,26.39
05.140,26.47
05.156,25.56
05.171,23.65
05.187,20.96
05.203,17.78
05.218,14.56
05.234,11.89
05.250,10.51
05.265,11.17
05.281,14.45
05.296,20.46
05.312,28.73
05.328,38.22
05.343,47.55
05.359,55.33
05.375,60.41
05.390,62.02
05.406,59.83
05.421,53.89
05.437,44.68
05.453,33.1
05.468,20.43
05.484,8.12
05.500,-2.48
05.515,-10.51
05.531,-15.78
05.546,-18.77
05.562,-20.35
05.578,-21.43
05.593,-22.67
05.609,-24.32
05.625,-26.33
05.640,-28.59
05.656,-31.01
05.671,-33.67
05.687,-36.62
05.703,-39.81
05.718,-42.97
05.734,-45.72
05.750,-47.67
05.765,-48.66
05.781,-48.82
05.796,-48.41
05.812,-47.78
05.828,-47.18
05.843,-46.7
05.859,-46.32
05.875,-46.01
05.890,-45.68
05.906,-45.25
05.921,-44.52
05.937,-43.17
05.953,-40.76
05.968,-36.83
05.984,-31.11
06.000,-23.6
06.015,-14.67
06.031,-4.97
06.046,4.72
06.062,13.65
06.078,21.24
06.093,27.11
06.109,31.07
06.125,33.06
06.140,33.17
06.156,31.59
06.171,28.71
06.187,25.02
06.203,21.1
06.218,17.44
06.234,14.34
06.250,11.88
06.265,9.85
06.281,7.86
06.296,5.53
