timestamp,hr
00.000,85.27
01.000,84.6
02.000,83.57
03.000,83.05
04.000,82.73
05.000,82.43
06.000,81.92
07.000,81.42
08.000,81.0
09.000,80.55
10.000,80.2
11.000,79.97
12.000,79.7
13.000,79.37
14.000,79.05
15.000,78.8
16.000,78.57
17.000,78.37
18.000,78.4
19.000,78.47
20.000,78.55
21.000,78.67
22.000,78.8
23.000,78.92
24.000,78.95
25.000,79.0
26.000,79.02
27.000,78.98
28.000,78.98
29.000,78.98
30.000,78.93
31.000,78.95
32.000,78.92
33.000,78.92
34.000,78.88
35.000,78.78
36.000,78.62
37.000,78.43
38.000,78.25
39.000,78.2
40.000,78.17
41.000,78.17
42.000,78.2
43.000,78.18
44.000,78.12
45.000,78.07
46.000,77.95
47.000,77.82
48.000,77.67
49.000,77.5
50.000,77.23
51.000,76.93
52.000,76.67
53.000,76.37
54.000,76.07
55.000,76.03
56.000,76.03
57.000,76.07
58.000,76.15
59.000,76.2
