timestamp,hr
00.000,76.85
01.000,76.72
02.000,76.58
03.000,76.48
04.000,76.4
05.000,76.32
06.000,76.25
07.000,76.23
08.000,76.25
09.000,76.28
10.000,76.32
11.000,76.32
12.000,76.32
13.000,76.33
14.000,76.38
15.000,76.42
16.000,76.47
17.000,76.53
18.000,76.62
19.000,76.72
20.000,76.85
21.000,76.95
22.000,76.97
23.000,76.93
24.000,76.88
25.000,76.67
26.000,76.48
27.000,76.32
28.000,76.22
29.000,76.18
30.000,76.17
31.000,76.17
32.000,76.17
33.000,76.17
34.000,76.2
35.000,76.23
36.000,76.28
37.000,76.33
38.000,76.38
39.000,76.42
40.000,76.42
41.000,76.42
42.000,76.42
43.000,76.42
44.000,76.4
45.000,76.35
46.000,76.28
47.000,76.23
48.000,76.17
49.000,76.1
50.000,76.1
51.000,76.1
52.000,76.12
53.000,76.15
54.000,76.2
55.000,76.27
56.000,76.35
57.000,76.43
58.000,76.5
59.000,76.58
