timestamp,hr
00.000,88.67
01.000,88.98
02.000,89.27
03.000,89.6
04.000,89.95
05.000,90.37
06.000,90.78
07.000,91.23
08.000,91.68
09.000,92.1
10.000,92.55
11.000,92.95
12.000,93.4
13.000,93.88
14.000,94.35
15.000,94.77
16.000,95.05
17.000,95.32
18.000,95.55
19.000,95.72
20.000,95.9
21.000,96.17
22.000,96.48
23.000,96.8
24.000,97.18
25.000,97.75
26.000,98.32
27.000,98.87
28.000,99.38
29.000,99.95
30.000,100.53
31.000,101.12
32.000,101.68
33.000,102.52
34.000,103.33
35.000,104.1
36.000,104.75
37.000,105.33
38.000,105.9
39.000,106.75
40.000,108.1
41.000,109.43
42.000,110.77
43.000,110.9
44.000,111.05
45.000,111.17
46.000,111.18
47.000,111.12
48.000,110.95
49.000,110.77
50.000,110.47
51.000,110.2
52.000,109.92
53.000,109.62
54.000,109.35
55.000,109.12
56.000,108.92
57.000,108.78
58.000,108.67
59.000,108.55
