timestamp,hr
00.000,67.1
01.000,66.88
02.000,66.68
03.000,66.5
04.000,66.38
05.000,66.25
06.000,66.15
07.000,66.22
08.000,66.32
09.000,66.52
10.000,66.68
11.000,66.85
12.000,67.08
13.000,67.3
14.000,67.6
15.000,67.92
16.000,68.17
17.000,68.38
18.000,68.63
19.000,68.87
20.000,69.08
21.000,69.27
22.000,69.58
23.000,69.85
24.000,70.1
25.000,70.33
26.000,70.57
27.000,70.92
28.000,71.25
29.000,71.57
30.000,71.85
31.000,72.12
32.000,72.4
33.000,72.68
34.000,72.97
35.000,73.25
36.000,73.55
37.000,73.8
38.000,74.05
39.000,74.32
40.000,74.57
41.000,74.75
42.000,74.9
43.000,75.03
44.000,75.15
45.000,75.25
46.000,75.47
47.000,75.65
48.000,75.87
49.000,76.17
50.000,76.52
51.000,76.87
52.000,77.2
53.000,77.6
54.000,78.05
55.000,78.5
56.000,79.07
57.000,79.6
58.000,80.12
59.000,80.62
