timestamp,hr
00.000,94.68
01.000,94.78
02.000,94.9
03.000,94.87
04.000,94.8
05.000,94.72
06.000,94.65
07.000,94.5
08.000,94.38
09.000,94.37
10.000,94.33
11.000,94.32
12.000,94.3
13.000,94.28
14.000,94.28
15.000,94.33
16.000,94.4
17.000,94.47
18.000,94.55
19.000,94.62
20.000,94.63
21.000,94.65
22.000,94.65
23.000,94.65
24.000,94.73
25.000,94.92
26.000,95.07
27.000,95.18
28.000,95.3
29.000,95.43
30.000,95.57
31.000,95.68
32.000,95.73
33.000,95.77
34.000,95.8
35.000,95.8
36.000,95.75
37.000,95.68
38.000,95.58
39.000,95.47
40.000,95.35
41.000,95.25
42.000,95.13
43.000,95.03
44.000,94.95
45.000,94.87
46.000,94.78
47.000,94.68
48.000,94.57
49.000,94.43
50.000,94.3
51.000,94.17
52.000,94.0
53.000,93.8
54.000,93.57
55.000,93.32
56.000,93.05
57.000,92.72
58.000,92.38
59.000,92.17
