timestamp,hr
00.000,75.88
01.000,75.97
02.000,76.03
03.000,76.08
04.000,75.95
05.000,75.8
06.000,75.67
07.000,75.58
08.000,75.52
09.000,75.45
10.000,75.35
11.000,75.22
12.000,75.05
13.000,74.88
14.000,74.78
15.000,74.7
16.000,74.67
17.000,74.65
18.000,74.57
19.000,74.48
20.000,74.3
21.000,74.07
22.000,73.82
23.000,73.85
24.000,73.9
25.000,73.93
26.000,74.0
27.000,74.07
28.000,74.08
29.000,74.03
30.000,74.0
31.000,73.97
32.000,73.92
33.000,73.93
34.000,74.02
35.000,74.13
36.000,74.28
37.000,74.47
38.000,74.68
39.000,74.88
40.000,75.1
41.000,75.35
42.000,75.6
43.000,75.8
44.000,75.98
45.000,76.13
46.000,76.37
47.000,76.6
48.000,76.82
49.000,77.05
50.000,77.27
51.000,77.55
52.000,77.83
53.000,78.07
54.000,78.37
55.000,78.68
56.000,79.02
57.000,79.38
58.000,79.8
59.000,80.22
