timestamp,hr
00.000,101.65
01.000,101.3
02.000,100.93
03.000,100.5
04.000,100.03
05.000,99.58
06.000,99.15
07.000,98.58
08.000,97.98
09.000,97.42
10.000,96.87
11.000,96.32
12.000,95.77
13.000,95.23
14.000,94.7
15.000,94.28
16.000,93.88
17.000,93.43
18.000,93.0
19.000,92.58
20.000,92.15
21.000,91.87
22.000,91.52
23.000,91.15
24.000,90.77
25.000,90.45
26.000,90.12
27.000,89.75
28.000,89.42
29.000,89.07
30.000,88.68
31.000,88.32
32.000,87.98
33.000,87.58
34.000,87.12
35.000,86.65
36.000,86.2
37.000,85.73
38.000,85.25
39.000,84.77
40.000,84.28
41.000,83.88
42.000,83.45
43.000,83.07
44.000,82.7
45.000,82.3
46.000,81.92
47.000,81.52
48.000,81.12
49.000,80.77
50.000,80.25
51.000,79.68
52.000,79.47
53.000,79.45
54.000,79.42
55.000,79.3
56.000,79.13
57.000,79.0
58.000,78.9
59.000,78.75
