timestamp,hr
00.000,80.0
01.000,79.98
02.000,79.88
03.000,79.75
04.000,79.6
05.000,79.45
06.000,79.28
07.000,79.1
08.000,78.87
09.000,78.72
10.000,78.57
11.000,78.32
12.000,78.07
13.000,77.83
14.000,77.65
15.000,77.47
16.000,77.15
17.000,76.82
18.000,76.43
19.000,76.08
20.000,75.73
21.000,75.28
22.000,74.88
23.000,74.55
24.000,74.32
25.000,74.08
26.000,73.87
27.000,73.67
28.000,73.45
29.000,73.18
30.000,73.12
31.000,73.07
32.000,73.02
33.000,72.97
34.000,72.92
35.000,72.9
36.000,72.88
37.000,72.88
38.000,72.87
39.000,72.85
40.000,72.83
41.000,72.8
42.000,72.77
43.000,72.73
44.000,72.73
45.000,72.77
46.000,72.85
47.000,72.93
48.000,73.03
49.000,73.15
50.000,73.32
51.000,73.5
52.000,73.68
53.000,73.92
54.000,73.8
55.000,73.65
56.000,73.52
57.000,73.4
58.000,73.3
59.000,73.12
