timestamp,hr
00.000,74.4
01.000,74.38
02.000,74.35
03.000,74.28
04.000,74.2
05.000,74.1
06.000,74.0
07.000,73.92
08.000,73.85
09.000,73.83
10.000,73.83
11.000,73.85
12.000,73.87
13.000,73.87
14.000,73.88
15.000,73.9
16.000,73.88
17.000,73.88
18.000,73.92
19.000,73.92
20.000,73.92
21.000,73.93
22.000,73.97
23.000,74.03
24.000,74.08
25.000,74.12
26.000,74.13
27.000,74.12
28.000,74.07
29.000,74.0
30.000,73.93
31.000,73.85
32.000,73.75
33.000,73.65
34.000,73.55
35.000,73.47
36.000,73.38
37.000,73.33
38.000,73.3
39.000,73.25
40.000,73.2
41.000,73.18
42.000,73.15
43.000,73.1
44.000,73.07
45.000,73.07
46.000,73.07
47.000,73.1
48.000,73.08
49.000,73.05
50.000,73.03
51.000,73.1
52.000,73.15
53.000,73.22
54.000,73.28
55.000,73.32
56.000,73.38
57.000,73.47
58.000,73.48
59.000,73.52
