timestamp,hr
00.000,72.68
01.000,72.55
02.000,72.33
03.000,72.13
04.000,71.97
05.000,71.87
06.000,71.85
07.000,71.82
08.000,71.72
09.000,71.67
10.000,71.58
11.000,71.48
12.000,71.38
13.000,71.27
14.000,71.32
15.000,71.38
16.000,71.43
17.000,71.55
18.000,71.57
19.000,71.65
20.000,71.73
21.000,71.82
22.000,71.88
23.000,71.95
24.000,72.02
25.000,72.15
26.000,72.22
27.000,72.25
28.000,72.28
29.000,72.32
30.000,72.4
31.000,72.35
32.000,72.25
33.000,72.2
34.000,72.32
35.000,72.43
36.000,72.53
37.000,72.62
38.000,72.65
39.000,72.8
40.000,72.9
41.000,73.03
42.000,73.15
43.000,73.3
44.000,73.47
45.000,73.63
46.000,73.85
47.000,74.12
48.000,74.35
49.000,74.62
50.000,74.88
51.000,75.13
52.000,75.42
53.000,75.68
54.000,75.92
55.000,76.15
56.000,76.33
57.000,76.53
58.000,76.77
59.000,76.98
