timestamp,hr
00.000,90.1
01.000,90.72
02.000,91.33
03.000,91.78
04.000,92.0
05.000,92.23
06.000,92.5
07.000,92.7
08.000,92.78
09.000,92.9
10.000,92.92
11.000,92.9
12.000,92.98
13.000,93.25
14.000,93.47
15.000,93.72
16.000,94.0
17.000,94.3
18.000,94.48
19.000,94.65
20.000,94.88
21.000,95.03
22.000,95.17
23.000,95.3
24.000,95.4
25.000,95.42
26.000,95.43
27.000,95.47
28.000,95.52
29.000,95.57
30.000,95.65
31.000,95.7
32.000,95.73
33.000,95.7
34.000,95.7
35.000,95.7
36.000,95.68
37.000,95.62
38.000,95.53
39.000,95.48
40.000,95.43
41.000,95.43
42.000,95.33
43.000,95.2
44.000,95.1
45.000,94.95
46.000,94.83
47.000,94.7
48.000,94.55
49.000,94.37
50.000,94.15
51.000,93.87
52.000,93.68
53.000,93.52
54.000,93.32
55.000,93.12
56.000,92.88
57.000,92.65
58.000,92.43
59.000,92.25
