timestamp,hr
00.000,79.05
01.000,78.77
02.000,78.53
03.000,78.23
04.000,77.93
05.000,77.67
06.000,77.42
07.000,77.17
08.000,76.95
09.000,76.7
10.000,76.47
11.000,76.27
12.000,76.08
13.000,75.88
14.000,75.67
15.000,75.48
16.000,75.42
17.000,75.35
18.000,75.27
19.000,75.2
20.000,75.13
21.000,75.05
22.000,75.0
23.000,74.93
24.000,74.88
25.000,74.83
26.000,74.8
27.000,74.77
28.000,74.75
29.000,74.73
30.000,74.73
31.000,74.72
32.000,74.72
33.000,74.65
34.000,74.57
35.000,74.5
36.000,74.45
37.000,74.53
38.000,74.58
39.000,74.65
40.000,74.8
41.000,74.85
42.000,74.95
43.000,75.18
44.000,75.38
45.000,75.53
46.000,75.7
47.000,75.85
48.000,76.02
49.000,76.23
50.000,76.45
51.000,76.67
52.000,76.83
53.000,76.97
54.000,77.1
55.000,77.17
56.000,77.17
57.000,77.2
58.000,77.2
59.000,77.2
