timestamp,hr
00.000,107.85
01.000,107.25
02.000,106.52
03.000,105.88
04.000,105.17
05.000,104.52
06.000,103.95
07.000,103.4
08.000,102.85
09.000,102.3
10.000,101.82
11.000,101.35
12.000,100.75
13.000,100.18
14.000,99.6
15.000,98.97
16.000,98.32
17.000,97.68
18.000,96.97
19.000,96.25
20.000,95.55
21.000,94.9
22.000,94.3
23.000,93.7
24.000,93.13
25.000,92.6
26.000,92.07
27.000,91.55
28.000,91.07
29.000,90.58
30.000,90.08
31.000,89.6
32.000,89.08
33.000,88.57
34.000,88.02
35.000,87.47
36.000,86.92
37.000,86.38
38.000,85.87
39.000,85.33
40.000,84.8
41.000,84.32
42.000,83.92
43.000,83.57
44.000,83.17
45.000,82.67
46.000,82.15
47.000,81.6
48.000,81.1
49.000,80.57
50.000,80.0
51.000,79.58
52.000,79.33
53.000,79.07
54.000,78.87
55.000,78.68
56.000,78.45
57.000,78.2
58.000,77.98
59.000,77.8
