timestamp,hr
00.000,73.55
01.000,73.6
02.000,73.67
03.000,73.78
04.000,73.88
05.000,73.97
06.000,74.05
07.000,74.12
08.000,74.02
09.000,73.9
10.000,73.82
11.000,73.75
12.000,73.7
13.000,73.68
14.000,73.68
15.000,73.7
16.000,73.75
17.000,73.77
18.000,73.78
19.000,73.8
20.000,73.82
21.000,73.83
22.000,73.83
23.000,73.82
24.000,73.82
25.000,73.82
26.000,73.83
27.000,73.85
28.000,73.9
29.000,73.98
30.000,74.07
31.000,74.15
32.000,74.27
33.000,74.38
34.000,74.48
35.000,74.57
36.000,74.62
37.000,74.67
38.000,74.7
39.000,74.72
40.000,74.72
41.000,74.68
42.000,74.65
43.000,74.63
44.000,74.58
45.000,74.52
46.000,74.47
47.000,74.4
48.000,74.35
49.000,74.32
50.000,74.3
51.000,74.2
52.000,74.15
53.000,74.08
54.000,74.02
55.000,74.0
56.000,73.93
57.000,73.85
58.000,73.83
59.000,73.8
