timestamp,hr
00.000,71.38
01.000,71.48
02.000,71.62
03.000,71.7
04.000,71.77
05.000,71.82
06.000,71.75
07.000,71.72
08.000,71.77
09.000,71.8
10.000,71.82
11.000,71.78
12.000,71.78
13.000,71.77
14.000,71.73
15.000,71.57
16.000,71.45
17.000,71.25
18.000,71.08
19.000,70.95
20.000,70.82
21.000,70.58
22.000,70.48
23.000,70.35
24.000,70.25
25.000,70.17
26.000,70.3
27.000,70.4
28.000,70.45
29.000,70.53
30.000,70.72
31.000,70.97
32.000,71.22
33.000,71.48
34.000,71.72
35.000,71.92
36.000,72.12
37.000,72.27
38.000,72.42
39.000,72.55
40.000,72.65
41.000,72.8
42.000,72.97
43.000,73.12
44.000,73.27
45.000,73.42
46.000,73.62
47.000,73.8
48.000,74.03
49.000,74.25
50.000,74.43
51.000,74.6
52.000,74.78
53.000,74.9
54.000,74.93
55.000,74.93
56.000,74.92
57.000,74.88
58.000,74.87
59.000,74.87
