timestamp,hr
00.000,77.85
01.000,78.08
02.000,78.13
03.000,78.07
04.000,77.97
05.000,77.92
06.000,77.87
07.000,77.77
08.000,77.7
09.000,77.62
10.000,77.55
11.000,77.6
12.000,77.65
13.000,77.68
14.000,77.7
15.000,77.73
16.000,77.73
17.000,77.8
18.000,77.82
19.000,77.92
20.000,78.02
21.000,78.08
22.000,78.1
23.000,78.15
24.000,78.23
25.000,78.33
26.000,78.4
27.000,78.43
28.000,78.52
29.000,78.63
30.000,78.78
31.000,78.88
32.000,79.03
33.000,79.23
34.000,79.42
35.000,79.5
36.000,79.6
37.000,79.73
38.000,79.88
39.000,80.03
40.000,80.1
41.000,80.13
42.000,80.22
43.000,80.3
44.000,80.38
45.000,80.47
46.000,80.55
47.000,80.58
48.000,80.62
49.000,80.7
50.000,80.77
51.000,80.82
52.000,80.87
53.000,80.92
54.000,81.0
55.000,81.08
56.000,81.17
57.000,81.22
58.000,81.32
59.000,81.42
