timestamp,hr
00.000,79.32
01.000,79.23
02.000,79.15
03.000,79.08
04.000,79.05
05.000,79.05
06.000,79.05
07.000,79.08
08.000,79.13
09.000,79.22
10.000,79.25
11.000,79.28
12.000,79.28
13.000,79.27
14.000,79.27
15.000,79.2
16.000,79.12
17.000,79.07
18.000,78.98
19.000,78.9
20.000,78.8
21.000,78.47
22.000,78.12
23.000,77.77
24.000,77.45
25.000,77.18
26.000,76.95
27.000,76.73
28.000,76.53
29.000,76.28
30.000,75.98
31.000,75.7
32.000,75.53
33.000,75.37
34.000,75.17
35.000,74.93
36.000,74.67
37.000,74.42
38.000,74.15
39.000,73.83
40.000,73.53
41.000,73.08
42.000,72.67
43.000,72.28
44.000,71.8
45.000,71.33
46.000,71.27
47.000,71.22
48.000,71.15
49.000,71.1
50.000,71.05
51.000,71.03
52.000,71.03
53.000,71.03
54.000,70.83
55.000,70.65
56.000,70.42
57.000,70.2
58.000,70.05
59.000,69.87
