timestamp,hr
00.000,83.28
01.000,83.33
02.000,83.45
03.000,83.6
04.000,83.77
05.000,83.95
06.000,84.12
07.000,84.27
08.000,84.37
09.000,84.43
10.000,84.45
11.000,84.45
12.000,84.43
13.000,84.38
14.000,84.32
15.000,84.27
16.000,84.22
17.000,84.18
18.000,84.17
19.000,84.17
20.000,84.18
21.000,84.17
22.000,84.18
23.000,84.37
24.000,84.63
25.000,84.87
26.000,85.15
27.000,85.42
28.000,85.65
29.000,85.88
30.000,86.12
31.000,86.3
32.000,86.35
33.000,86.38
34.000,86.48
35.000,86.58
36.000,86.77
37.000,86.93
38.000,87.1
39.000,87.13
40.000,87.15
41.000,87.18
42.000,87.18
43.000,87.17
44.000,87.15
45.000,87.15
46.000,87.17
47.000,87.18
48.000,87.2
49.000,87.18
50.000,87.15
51.000,87.08
52.000,86.98
53.000,86.88
54.000,86.82
55.000,86.73
56.000,86.7
57.000,86.63
58.000,86.58
59.000,86.52
