timestamp,hr
00.000,89.75
01.000,89.87
02.000,89.97
03.000,90.08
04.000,90.18
05.000,90.28
06.000,90.48
07.000,90.7
08.000,90.92
09.000,91.17
10.000,91.42
11.000,91.67
12.000,91.93
13.000,92.22
14.000,92.5
15.000,92.63
16.000,92.75
17.000,92.95
18.000,93.13
19.000,93.3
20.000,93.5
21.000,93.7
22.000,93.92
23.000,94.12
24.000,94.25
25.000,94.38
26.000,94.52
27.000,94.63
28.000,94.77
29.000,94.88
30.000,95.03
31.000,95.18
32.000,95.37
33.000,95.6
34.000,95.85
35.000,96.05
36.000,96.2
37.000,96.3
38.000,96.35
39.000,96.37
40.000,96.35
41.000,96.3
42.000,96.28
43.000,96.27
44.000,96.28
45.000,96.32
46.000,96.35
47.000,96.42
48.000,96.53
49.000,96.7
50.000,96.88
51.000,97.08
52.000,97.28
53.000,97.47
54.000,97.63
55.000,97.78
56.000,97.9
57.000,98.02
58.000,98.1
59.000,98.17
