timestamp,hr
00.000,72.92
01.000,73.02
02.000,73.12
03.000,73.17
04.000,73.23
05.000,73.33
06.000,73.38
07.000,73.37
08.000,73.33
09.000,73.32
10.000,73.27
11.000,73.17
12.000,73.08
13.000,72.95
14.000,72.82
15.000,72.7
16.000,72.57
17.000,72.43
18.000,72.28
19.000,72.08
20.000,71.88
21.000,71.73
22.000,71.62
23.000,71.52
24.000,71.45
25.000,71.45
26.000,71.48
27.000,71.55
28.000,71.62
29.000,71.65
30.000,71.67
31.000,71.67
32.000,71.65
33.000,71.63
34.000,71.57
35.000,71.48
36.000,71.42
37.000,71.37
38.000,71.32
39.000,71.25
40.000,71.18
41.000,71.12
42.000,71.02
43.000,70.92
44.000,70.8
45.000,70.67
46.000,70.5
47.000,70.32
48.000,70.12
49.000,69.93
50.000,69.77
51.000,69.62
52.000,69.4
53.000,69.2
54.000,69.0
55.000,68.82
56.000,68.62
57.000,68.43
58.000,68.37
59.000,68.37
