timestamp,hr
00.000,73.75
01.000,73.68
02.000,73.63
03.000,73.57
04.000,73.53
05.000,73.53
06.000,73.53
07.000,73.57
08.000,73.75
09.000,73.93
10.000,74.03
11.000,74.12
12.000,74.17
13.000,74.18
14.000,74.17
15.000,74.15
16.000,74.13
17.000,74.15
18.000,74.17
19.000,74.18
20.000,74.2
21.000,74.22
22.000,74.25
23.000,74.25
24.000,74.2
25.000,74.12
26.000,74.0
27.000,73.87
28.000,73.7
29.000,73.5
30.000,73.3
31.000,73.13
32.000,72.98
33.000,72.87
34.000,72.77
35.000,72.7
36.000,72.67
37.000,72.63
38.000,72.52
39.000,72.45
40.000,72.43
41.000,72.42
42.000,72.42
43.000,72.42
44.000,72.45
45.000,72.48
46.000,72.47
47.000,72.45
48.000,72.42
49.000,72.4
50.000,72.37
51.000,72.32
52.000,72.25
53.000,72.18
54.000,72.17
55.000,72.15
56.000,72.13
57.000,72.13
58.000,72.22
59.000,72.28
