timestamp,hr
00.000,74.08
01.000,74.07
02.000,74.07
03.000,73.98
04.000,73.92
05.000,73.83
06.000,73.72
07.000,73.58
08.000,73.45
09.000,73.33
10.000,73.27
11.000,73.18
12.000,73.07
13.000,72.93
14.000,72.8
15.000,72.65
16.000,72.52
17.000,72.4
18.000,72.35
19.000,72.23
20.000,72.12
21.000,72.0
22.000,71.88
23.000,71.77
24.000,71.7
25.000,71.65
26.000,71.68
27.000,71.67
28.000,71.68
29.000,71.75
30.000,71.83
31.000,72.08
32.000,72.22
33.000,72.28
34.000,72.3
35.000,72.38
36.000,72.35
37.000,72.3
38.000,72.2
39.000,72.12
40.000,72.07
41.000,72.0
42.000,71.95
43.000,71.88
44.000,71.72
45.000,71.6
46.000,71.42
47.000,71.38
48.000,71.3
49.000,71.15
50.000,70.92
51.000,70.75
52.000,70.52
53.000,70.22
54.000,70.13
55.000,70.05
56.000,69.92
57.000,69.78
58.000,69.68
59.000,69.58
