timestamp,hr
00.000,92.95
01.000,93.33
02.000,93.73
03.000,94.25
04.000,94.65
05.000,95.05
06.000,95.4
07.000,95.73
08.000,95.95
09.000,96.05
10.000,96.15
11.000,96.2
12.000,96.2
13.000,96.17
14.000,95.87
15.000,95.53
16.000,95.23
17.000,94.92
18.000,94.55
19.000,94.1
20.000,93.62
21.000,93.15
22.000,92.65
23.000,92.22
24.000,91.88
25.000,91.6
26.000,91.35
27.000,91.07
28.000,90.8
29.000,90.53
30.000,90.2
31.000,89.87
32.000,89.43
33.000,89.02
34.000,88.6
35.000,88.13
36.000,87.65
37.000,87.17
38.000,86.68
39.000,86.2
40.000,85.7
41.000,85.2
42.000,84.7
43.000,84.2
44.000,83.72
45.000,83.27
46.000,82.92
47.000,82.6
48.000,82.27
49.000,81.88
50.000,81.5
51.000,81.13
52.000,80.77
53.000,80.5
54.000,80.28
55.000,80.13
56.000,80.02
57.000,79.9
58.000,79.8
59.000,79.7
