timestamp,hr
00.000,75.6
01.000,75.52
02.000,75.45
03.000,75.38
04.000,75.33
05.000,75.27
06.000,75.33
07.000,75.4
08.000,75.4
09.000,75.37
10.000,75.43
11.000,75.47
12.000,75.5
13.000,75.57
14.000,75.63
15.000,75.78
16.000,75.97
17.000,76.15
18.000,76.3
19.000,76.4
20.000,76.52
21.000,76.65
22.000,76.78
23.000,76.93
24.000,77.08
25.000,77.23
26.000,77.38
27.000,77.52
28.000,77.67
29.000,77.77
30.000,77.98
31.000,78.17
32.000,78.35
33.000,78.55
34.000,78.75
35.000,78.93
36.000,79.15
37.000,79.37
38.000,79.48
39.000,79.6
40.000,79.62
41.000,79.65
42.000,79.68
43.000,79.7
44.000,79.73
45.000,79.73
46.000,79.65
47.000,79.53
48.000,79.42
49.000,79.3
50.000,79.15
51.000,78.95
52.000,78.73
53.000,78.6
54.000,78.47
55.000,78.37
56.000,78.42
57.000,78.47
58.000,78.47
59.000,78.45
