timestamp,hr
00.000,75.12
01.000,75.08
02.000,75.05
03.000,75.0
04.000,74.9
05.000,74.82
06.000,74.73
07.000,74.65
08.000,74.53
09.000,74.45
10.000,74.37
11.000,74.28
12.000,74.22
13.000,74.15
14.000,74.1
15.000,74.07
16.000,74.05
17.000,74.0
18.000,73.98
19.000,73.98
20.000,73.98
21.000,74.0
22.000,73.95
23.000,73.9
24.000,73.85
25.000,73.85
26.000,73.85
27.000,73.85
28.000,73.88
29.000,73.92
30.000,73.93
31.000,73.95
32.000,73.93
33.000,73.9
34.000,73.85
35.000,73.75
36.000,73.68
37.000,73.6
38.000,73.5
39.000,73.38
40.000,73.23
41.000,73.17
42.000,73.3
43.000,73.47
44.000,73.55
45.000,73.55
46.000,73.52
47.000,73.5
48.000,73.47
49.000,73.38
50.000,73.52
51.000,73.73
52.000,73.92
53.000,74.05
54.000,74.12
55.000,74.22
56.000,74.22
57.000,74.1
58.000,73.98
59.000,73.93
