timestamp,hr
00.000,86.47
01.000,86.6
02.000,86.68
03.000,86.62
04.000,86.45
05.000,86.37
06.000,86.3
07.000,86.22
08.000,86.13
09.000,86.13
10.000,86.15
11.000,86.17
12.000,86.15
13.000,86.1
14.000,86.02
15.000,85.92
16.000,85.75
17.000,85.58
18.000,85.43
19.000,85.32
20.000,85.2
21.000,85.07
22.000,84.9
23.000,84.75
24.000,84.6
25.000,84.43
26.000,84.25
27.000,84.07
28.000,83.75
29.000,83.43
30.000,83.17
31.000,82.88
32.000,82.6
33.000,82.32
34.000,82.17
35.000,81.95
36.000,81.7
37.000,81.5
38.000,81.3
39.000,81.07
40.000,80.85
41.000,80.63
42.000,80.43
43.000,80.23
44.000,80.12
45.000,79.97
46.000,79.73
47.000,79.48
48.000,79.42
49.000,79.33
50.000,79.28
51.000,79.18
52.000,79.07
53.000,78.93
54.000,78.77
55.000,78.57
56.000,78.32
57.000,78.03
58.000,77.7
59.000,77.3
