timestamp,hr
00.000,87.33
01.000,87.02
02.000,86.6
03.000,86.13
04.000,86.17
05.000,86.2
06.000,86.2
07.000,86.22
08.000,86.38
09.000,86.52
10.000,86.67
11.000,86.82
12.000,86.95
13.000,87.07
14.000,87.2
15.000,87.35
16.000,87.52
17.000,87.62
18.000,87.5
19.000,87.33
20.000,87.17
21.000,87.33
22.000,87.42
23.000,87.52
24.000,87.6
25.000,87.63
26.000,87.7
27.000,87.77
28.000,87.83
29.000,87.83
30.000,87.82
31.000,87.77
32.000,87.73
33.000,87.68
34.000,87.62
35.000,87.42
36.000,87.22
37.000,87.05
38.000,86.83
39.000,86.63
40.000,86.45
41.000,86.27
42.000,86.3
43.000,86.33
44.000,86.38
45.000,86.47
46.000,86.57
47.000,86.67
48.000,86.77
49.000,86.87
50.000,86.93
51.000,87.07
52.000,87.18
53.000,87.28
54.000,87.32
55.000,87.55
56.000,87.77
57.000,87.97
58.000,88.2
59.000,88.45
