timestamp,hr
00.000,101.27
01.000,101.4
02.000,101.55
03.000,101.67
04.000,101.87
05.000,102.07
06.000,102.23
07.000,102.4
08.000,102.55
09.000,102.82
10.000,102.93
11.000,103.12
12.000,103.28
13.000,103.53
14.000,103.78
15.000,104.02
16.000,104.25
17.000,104.47
18.000,104.68
19.000,104.9
20.000,105.1
21.000,105.3
22.000,105.48
23.000,105.65
24.000,105.88
25.000,106.12
26.000,106.37
27.000,106.6
28.000,106.83
29.000,107.1
30.000,107.38
31.000,107.67
32.000,107.9
33.000,108.1
34.000,108.28
35.000,108.47
36.000,108.5
37.000,108.52
38.000,108.55
39.000,108.57
40.000,108.58
41.000,108.58
42.000,108.57
43.000,108.53
44.000,108.52
45.000,108.5
46.000,108.47
47.000,108.43
48.000,108.4
49.000,108.37
50.000,108.33
51.000,108.28
52.000,108.25
53.000,108.22
54.000,108.17
55.000,108.12
56.000,108.05
57.000,107.98
58.000,107.92
59.000,107.83
