timestamp,hr
00.000,126.08
01.000,125.87
02.000,125.68
03.000,125.47
04.000,125.23
05.000,125.02
06.000,124.82
07.000,124.62
08.000,124.35
09.000,124.1
10.000,123.8
11.000,123.52
12.000,123.5
13.000,123.42
14.000,123.3
15.000,123.22
16.000,123.18
17.000,123.08
18.000,122.93
19.000,122.82
20.000,122.65
21.000,122.45
22.000,122.25
23.000,122.35
24.000,122.55
25.000,122.7
26.000,122.82
27.000,122.92
28.000,123.0
29.000,123.13
30.000,123.28
31.000,123.43
32.000,123.6
33.000,123.78
34.000,123.98
35.000,124.2
36.000,124.47
37.000,124.73
38.000,125.0
39.000,125.28
40.000,125.57
41.000,125.88
42.000,126.25
43.000,126.65
44.000,127.05
45.000,127.47
46.000,127.87
47.000,128.5
48.000,128.63
49.000,128.78
50.000,129.05
51.000,129.33
52.000,129.58
53.000,129.8
54.000,130.0
55.000,130.18
56.000,130.37
57.000,130.62
58.000,130.92
59.000,131.22
