timestamp,hr
00.000,84.95
01.000,84.95
02.000,84.93
03.000,85.03
04.000,85.18
05.000,85.33
06.000,85.5
07.000,85.67
08.000,85.85
09.000,86.05
10.000,86.22
11.000,86.38
12.000,86.58
13.000,86.8
14.000,87.02
15.000,87.08
16.000,87.13
17.000,87.15
18.000,87.18
19.000,87.23
20.000,87.28
21.000,87.37
22.000,87.43
23.000,87.48
24.000,87.53
25.000,87.53
26.000,87.5
27.000,87.4
28.000,87.25
29.000,87.1
30.000,86.92
31.000,86.73
32.000,86.53
33.000,86.32
34.000,86.1
35.000,85.95
36.000,85.78
37.000,85.62
38.000,85.45
39.000,85.28
40.000,85.12
41.000,84.97
42.000,84.82
43.000,84.65
44.000,84.5
45.000,84.35
46.000,84.25
47.000,84.18
48.000,84.17
49.000,84.2
50.000,84.27
51.000,84.35
52.000,84.52
53.000,84.67
54.000,84.82
55.000,84.9
56.000,84.95
57.000,84.95
58.000,84.9
59.000,84.82
