timestamp,hr
00.000,71.57
01.000,71.62
02.000,71.75
03.000,71.87
04.000,71.98
05.000,72.05
06.000,72.13
07.000,72.32
08.000,72.52
09.000,72.72
10.000,72.88
11.000,73.15
12.000,73.42
13.000,73.65
14.000,73.87
15.000,74.12
16.000,74.33
17.000,74.4
18.000,74.35
19.000,74.4
20.000,74.47
21.000,74.53
22.000,74.6
23.000,74.65
24.000,74.67
25.000,74.68
26.000,74.6
27.000,74.55
28.000,74.43
29.000,74.28
30.000,74.12
31.000,73.92
32.000,73.85
33.000,73.77
34.000,73.67
35.000,73.53
36.000,73.57
37.000,73.57
38.000,73.62
39.000,73.65
40.000,73.65
41.000,73.67
42.000,73.8
43.000,73.97
44.000,74.13
45.000,74.27
46.000,74.4
47.000,74.48
48.000,74.57
49.000,74.7
50.000,74.82
51.000,74.93
52.000,75.05
53.000,75.0
54.000,74.8
55.000,74.6
56.000,74.45
57.000,74.35
58.000,74.25
59.000,74.15
