timestamp,hr
00.000,83.38
01.000,83.05
02.000,82.75
03.000,82.55
04.000,82.35
05.000,82.18
06.000,82.0
07.000,81.82
08.000,81.62
09.000,81.47
10.000,81.42
11.000,81.38
12.000,81.25
13.000,81.15
14.000,81.03
15.000,80.93
16.000,80.92
17.000,80.83
18.000,80.78
19.000,80.67
20.000,80.68
21.000,80.67
22.000,80.63
23.000,80.47
24.000,80.38
25.000,80.17
26.000,79.92
27.000,79.78
28.000,79.65
29.000,79.52
30.000,79.3
31.000,79.37
32.000,79.65
33.000,79.93
34.000,80.23
35.000,80.57
36.000,80.9
37.000,81.25
38.000,80.9
39.000,81.2
40.000,81.62
41.000,82.0
42.000,81.93
43.000,81.97
44.000,81.75
45.000,81.57
46.000,81.38
47.000,81.07
48.000,80.92
49.000,80.78
50.000,80.65
51.000,80.53
52.000,80.3
53.000,80.15
54.000,79.97
55.000,79.8
56.000,79.63
57.000,79.43
58.000,79.23
59.000,79.08
