timestamp,hr
00.000,84.28
01.000,84.2
02.000,84.18
03.000,84.27
04.000,84.33
05.000,84.42
06.000,84.5
07.000,84.57
08.000,84.68
09.000,84.75
10.000,84.83
11.000,84.9
12.000,84.68
13.000,84.45
14.000,84.3
15.000,84.18
16.000,84.08
17.000,83.95
18.000,83.77
19.000,83.53
20.000,83.38
21.000,83.27
22.000,83.13
23.000,83.0
24.000,82.83
25.000,82.67
26.000,82.67
27.000,82.63
28.000,82.63
29.000,82.63
30.000,82.82
31.000,82.97
32.000,83.12
33.000,83.2
34.000,83.2
35.000,83.23
36.000,83.25
37.000,83.32
38.000,83.23
39.000,83.07
40.000,82.93
41.000,82.73
42.000,82.52
43.000,82.32
44.000,82.45
45.000,82.5
46.000,82.62
47.000,82.77
48.000,83.05
49.000,83.28
50.000,83.52
51.000,83.77
52.000,84.03
53.000,84.2
54.000,84.43
55.000,84.63
56.000,84.9
57.000,85.2
58.000,85.45
59.000,85.67
