timestamp,hr
00.000,82.83
01.000,82.77
02.000,82.7
03.000,82.62
04.000,82.48
05.000,82.38
06.000,82.32
07.000,82.23
08.000,82.15
09.000,82.07
10.000,81.93
11.000,81.75
12.000,81.48
13.000,81.2
14.000,80.93
15.000,80.62
16.000,80.32
17.000,80.0
18.000,79.72
19.000,79.45
20.000,79.18
21.000,78.93
22.000,78.7
23.000,78.53
24.000,78.38
25.000,78.28
26.000,78.15
27.000,77.98
28.000,77.8
29.000,77.67
30.000,77.55
31.000,77.45
32.000,77.35
33.000,77.37
34.000,77.57
35.000,77.77
36.000,77.9
37.000,78.05
38.000,78.15
39.000,78.2
40.000,78.3
41.000,78.42
42.000,78.58
43.000,78.73
44.000,78.83
45.000,78.9
46.000,78.85
47.000,78.8
48.000,78.72
49.000,78.62
50.000,78.55
51.000,78.45
52.000,78.33
53.000,78.18
54.000,78.27
55.000,78.42
56.000,78.6
57.000,78.7
58.000,78.83
59.000,78.98
