timestamp,hr
00.000,90.43
01.000,90.57
02.000,90.65
03.000,90.73
04.000,90.82
05.000,90.85
06.000,90.92
07.000,91.03
08.000,91.18
09.000,91.38
10.000,91.58
11.000,91.8
12.000,92.0
13.000,92.2
14.000,92.43
15.000,92.68
16.000,93.0
17.000,93.28
18.000,93.57
19.000,93.88
20.000,94.2
21.000,94.48
22.000,94.75
23.000,95.0
24.000,95.13
25.000,95.23
26.000,95.42
27.000,95.63
28.000,95.83
29.000,96.02
30.000,96.17
31.000,96.35
32.000,96.53
33.000,96.6
34.000,96.68
35.000,96.77
36.000,96.83
37.000,96.92
38.000,97.0
39.000,97.08
40.000,97.12
41.000,97.15
42.000,97.2
43.000,97.23
44.000,97.23
45.000,97.23
46.000,97.22
47.000,97.23
48.000,97.2
49.000,97.17
50.000,97.17
51.000,97.2
52.000,97.23
53.000,97.27
54.000,97.25
55.000,97.2
56.000,97.13
57.000,97.02
58.000,96.92
59.000,96.82
