timestamp,hr
00.000,82.55
01.000,82.43
02.000,82.33
03.000,82.23
04.000,82.13
05.000,82.0
06.000,81.82
07.000,81.65
08.000,81.48
09.000,81.3
10.000,81.13
11.000,80.98
12.000,80.97
13.000,80.9
14.000,80.83
15.000,80.83
16.000,80.78
17.000,80.73
18.000,80.68
19.000,80.75
20.000,80.73
21.000,80.67
22.000,80.62
23.000,80.58
24.000,80.55
25.000,80.53
26.000,80.53
27.000,80.58
28.000,80.58
29.000,80.62
30.000,80.7
31.000,80.77
32.000,80.83
33.000,80.92
34.000,80.87
35.000,80.88
36.000,80.9
37.000,80.87
38.000,80.82
39.000,80.75
40.000,80.73
41.000,80.75
42.000,80.78
43.000,80.82
44.000,80.87
45.000,80.93
46.000,80.98
47.000,81.05
48.000,81.12
49.000,81.2
50.000,81.3
51.000,81.42
52.000,81.55
53.000,81.67
54.000,81.8
55.000,81.9
56.000,82.02
57.000,82.13
58.000,82.25
59.000,82.37
