timestamp,hr
00.000,84.63
01.000,85.4
02.000,86.13
03.000,86.83
04.000,87.38
05.000,87.93
06.000,88.42
07.000,88.85
08.000,89.33
09.000,89.83
10.000,90.37
11.000,90.9
12.000,91.43
13.000,91.98
14.000,92.5
15.000,93.02
16.000,93.53
17.000,94.05
18.000,94.53
19.000,95.0
20.000,95.52
21.000,96.03
22.000,96.52
23.000,96.98
24.000,97.4
25.000,97.77
26.000,98.13
27.000,98.52
28.000,98.68
29.000,98.9
30.000,99.05
31.000,99.22
32.000,99.4
33.000,99.55
34.000,99.68
35.000,99.78
36.000,99.83
37.000,99.85
38.000,99.82
39.000,99.75
40.000,99.6
41.000,99.45
42.000,99.27
43.000,99.07
44.000,98.87
45.000,98.67
46.000,98.53
47.000,98.28
48.000,97.98
49.000,97.75
50.000,97.55
51.000,97.35
52.000,97.17
53.000,96.98
54.000,96.87
55.000,96.78
56.000,96.52
57.000,96.27
58.000,95.95
59.000,95.4
