timestamp,hr
00.000,77.62
01.000,77.5
02.000,77.43
03.000,77.4
04.000,77.35
05.000,77.32
06.000,77.28
07.000,77.23
08.000,77.17
09.000,77.17
10.000,77.17
11.000,77.17
12.000,77.28
13.000,77.43
14.000,77.67
15.000,77.85
16.000,78.05
17.000,78.23
18.000,78.42
19.000,78.55
20.000,78.62
21.000,78.65
22.000,78.68
23.000,78.75
24.000,78.85
25.000,79.03
26.000,79.27
27.000,79.48
28.000,79.67
29.000,79.82
30.000,79.92
31.000,80.03
32.000,80.12
33.000,80.13
34.000,80.15
35.000,80.1
36.000,80.07
37.000,80.0
38.000,79.85
39.000,79.63
40.000,79.43
41.000,79.25
42.000,79.07
43.000,78.93
44.000,78.82
45.000,78.72
46.000,78.53
47.000,78.35
48.000,78.25
49.000,78.12
50.000,77.95
51.000,77.78
52.000,77.58
53.000,77.32
54.000,77.05
55.000,76.75
56.000,76.3
57.000,75.88
58.000,75.53
59.000,75.2
