timestamp,hr
00.000,73.08
01.000,72.95
02.000,72.83
03.000,72.72
04.000,72.62
05.000,72.52
06.000,72.48
07.000,72.35
08.000,72.32
09.000,72.3
10.000,72.32
11.000,72.37
12.000,72.45
13.000,72.5
14.000,72.65
15.000,72.65
16.000,72.62
17.000,72.55
18.000,72.55
19.000,72.55
20.000,72.47
21.000,72.42
22.000,72.35
23.000,72.27
24.000,72.15
25.000,71.98
26.000,71.88
27.000,72.12
28.000,72.18
29.000,72.48
30.000,72.8
31.000,73.1
32.000,73.37
33.000,73.3
34.000,73.22
35.000,73.12
36.000,72.97
37.000,72.78
38.000,72.72
39.000,72.68
40.000,72.62
41.000,72.58
42.000,72.57
43.000,72.65
44.000,72.8
45.000,73.07
46.000,73.35
47.000,73.65
48.000,74.05
49.000,74.45
50.000,74.82
51.000,75.13
52.000,75.5
53.000,75.9
54.000,76.35
55.000,76.7
56.000,77.03
57.000,77.08
58.000,77.1
59.000,77.1
