timestamp,hr
00.000,71.38
01.000,71.35
02.000,71.32
03.000,71.27
04.000,71.28
05.000,71.22
06.000,71.17
07.000,71.12
08.000,71.08
09.000,71.1
10.000,71.08
11.000,71.05
12.000,71.02
13.000,70.97
14.000,70.93
15.000,70.9
16.000,70.85
17.000,70.8
18.000,70.75
19.000,70.72
20.000,70.68
21.000,70.65
22.000,70.63
23.000,70.58
24.000,70.53
25.000,70.48
26.000,70.47
27.000,70.45
28.000,70.45
29.000,70.47
30.000,70.5
31.000,70.53
32.000,70.52
33.000,70.5
34.000,70.48
35.000,70.48
36.000,70.5
37.000,70.47
38.000,70.52
39.000,70.55
40.000,70.6
41.000,70.65
42.000,70.68
43.000,70.75
44.000,70.83
45.000,70.95
46.000,71.07
47.000,71.13
48.000,71.13
49.000,71.15
50.000,71.18
51.000,71.23
52.000,71.23
53.000,71.28
54.000,71.28
55.000,71.35
56.000,71.32
57.000,71.32
58.000,71.35
59.000,71.4
