timestamp,hr
00.000,93.4
01.000,93.37
02.000,93.33
03.000,93.3
04.000,93.22
05.000,93.22
06.000,93.28
07.000,93.33
08.000,93.38
09.000,93.45
10.000,93.5
11.000,93.58
12.000,93.62
13.000,93.63
14.000,93.63
15.000,93.63
16.000,93.68
17.000,93.72
18.000,93.8
19.000,93.9
20.000,93.87
21.000,93.87
22.000,93.87
23.000,93.97
24.000,94.05
25.000,93.97
26.000,93.88
27.000,93.75
28.000,93.6
29.000,93.42
30.000,93.23
31.000,93.08
32.000,92.98
33.000,92.88
34.000,92.72
35.000,92.55
36.000,92.4
37.000,92.13
38.000,92.0
39.000,91.87
40.000,91.65
41.000,91.4
42.000,91.2
43.000,91.07
44.000,90.93
45.000,90.8
46.000,90.67
47.000,90.48
48.000,90.37
49.000,90.13
50.000,89.88
51.000,89.65
52.000,89.42
53.000,89.2
54.000,89.03
55.000,88.87
56.000,88.68
57.000,88.52
58.000,88.42
59.000,88.35
