timestamp,hr
00.000,78.43
01.000,78.47
02.000,78.45
03.000,78.53
04.000,78.62
05.000,78.7
06.000,78.87
07.000,79.0
08.000,79.12
09.000,79.18
10.000,79.22
11.000,79.25
12.000,79.25
13.000,79.25
14.000,79.23
15.000,79.22
16.000,79.23
17.000,79.27
18.000,79.32
19.000,79.37
20.000,79.4
21.000,79.38
22.000,79.33
23.000,79.35
24.000,79.37
25.000,79.43
26.000,79.53
27.000,79.65
28.000,79.83
29.000,80.08
30.000,80.3
31.000,80.47
32.000,80.63
33.000,80.8
34.000,80.93
35.000,81.07
36.000,81.22
37.000,81.35
38.000,81.5
39.000,81.65
40.000,81.78
41.000,81.9
42.000,82.05
43.000,82.2
44.000,82.35
45.000,82.5
46.000,82.63
47.000,82.78
48.000,82.97
49.000,83.15
50.000,83.32
51.000,83.45
52.000,83.65
53.000,83.83
54.000,84.02
55.000,84.17
56.000,84.3
57.000,84.43
58.000,84.63
59.000,84.8
