timestamp,hr
00.000,78.68
01.000,78.88
02.000,79.1
03.000,79.25
04.000,79.43
05.000,79.62
06.000,79.75
07.000,79.9
08.000,80.0
09.000,79.98
10.000,79.97
11.000,79.98
12.000,80.02
13.000,80.03
14.000,79.98
15.000,79.9
16.000,79.82
17.000,79.68
18.000,79.5
19.000,79.28
20.000,79.05
21.000,78.68
22.000,78.28
23.000,78.0
24.000,77.73
25.000,77.47
26.000,77.2
27.000,76.9
28.000,76.6
29.000,76.3
30.000,75.98
31.000,75.63
32.000,75.27
33.000,74.87
34.000,74.37
35.000,73.82
36.000,73.25
37.000,72.9
38.000,72.55
39.000,72.22
40.000,71.85
41.000,71.52
42.000,71.15
43.000,70.8
44.000,70.48
45.000,70.17
46.000,69.85
47.000,69.47
48.000,69.07
49.000,68.7
50.000,68.32
51.000,67.85
52.000,67.62
53.000,67.35
54.000,67.28
55.000,67.28
56.000,67.2
57.000,66.98
58.000,66.72
59.000,66.43
