timestamp,hr
00.000,72.23
01.000,72.2
02.000,72.17
03.000,72.13
04.000,72.07
05.000,72.0
06.000,71.93
07.000,71.83
08.000,71.72
09.000,71.62
10.000,71.53
11.000,71.43
12.000,71.3
13.000,71.13
14.000,70.97
15.000,70.8
16.000,70.62
17.000,70.42
18.000,70.28
19.000,70.13
20.000,69.9
21.000,69.68
22.000,69.47
23.000,69.27
24.000,69.07
25.000,68.92
26.000,68.7
27.000,68.82
28.000,68.85
29.000,68.9
30.000,68.93
31.000,68.93
32.000,68.95
33.000,68.88
34.000,68.75
35.000,68.77
36.000,68.75
37.000,68.72
38.000,68.68
39.000,68.68
40.000,68.67
41.000,68.67
42.000,68.65
43.000,68.65
44.000,68.67
45.000,68.68
46.000,68.7
47.000,68.72
48.000,68.73
49.000,68.75
50.000,68.75
51.000,68.73
52.000,68.73
53.000,68.72
54.000,68.7
55.000,68.7
56.000,68.68
57.000,68.68
58.000,68.68
59.000,68.73
